node,new_score
anon_S464,624
anon_S5576,1009
anon_S3552,547
anon_S2586,652
anon_S5075,1024
anon_S2221,744
anon_S2378,792
anon_S2219,677
anon_S2274,878
anon_S2087,783
anon_S3983,961
anon_S5205,1487
anon_S5558,499
anon_S3671,602
anon_S1796,761
anon_S2337,677
anon_S2480,808
anon_S5454,718
anon_S4800,531
anon_S2347,612
anon_S2980,1020
anon_S2361,812
anon_S4207,931
anon_S4491,711
anon_S154,649
anon_S805,501
anon_S2677,1027
anon_S1078,505
anon_S2243,620
anon_S1897,608
anon_S3272,1376
anon_S5193,663
anon_S2757,808
anon_S4571,734
anon_S196,756
anon_S164,1157
anon_S723,528
anon_S1472,915
anon_S113,581
anon_S2225,708
anon_S5498,451
anon_S303,649
anon_S2315,677
anon_S1106,695
anon_S5146,687
anon_S5853,943
anon_S1951,672
anon_S3777,667
anon_S2292,711
anon_S5718,563
anon_S758,629
anon_S4556,578
anon_S1246,588
anon_S1495,921
anon_S1860,987
anon_S5798,609
anon_S4400,711
anon_S4736,623
anon_S344,533
anon_S600,289
anon_S1677,677
anon_S5658,621
anon_S2120,603
anon_S5255,1045
anon_S4618,935
anon_S5285,609
anon_S578,949
anon_S687,457
anon_S3001,1105
anon_S1012,652
anon_S1595,671
anon_S3402,987
anon_S4968,620
anon_S4636,559
anon_S1560,862
anon_S231,683
anon_S915,548
anon_S3573,1181
anon_S4963,307
anon_S4998,1032
anon_S5983,943
anon_S5736,563
anon_S5611,591
anon_S4758,623
anon_S3027,647
anon_S3963,764
anon_S2066,588
anon_S2432,931
anon_S5,692
anon_S2449,993
anon_S443,583
anon_S3599,617
anon_S1165,668
anon_S320,538
anon_S478,525
anon_S820,663
anon_S4858,1617
anon_S5032,705
anon_S3890,987
anon_S4698,620
anon_S137,668
anon_S3519,647
anon_S1038,660
anon_S2355,686
anon_S5924,499
anon_S4358,583
anon_S1475,744
anon_S3999,632
anon_S2470,677
anon_S4198,647
anon_S255,694
anon_S2689,994
anon_S2504,610
anon_S492,526
anon_S3636,1716
anon_S1079,597
anon_S4508,685
anon_S5851,578
anon_S1036,544
anon_S2869,915
anon_S1048,559
anon_S2736,770
anon_S2386,677
anon_S2331,620
anon_S5404,457
anon_S1138,672
anon_S1972,588
anon_S506,671
anon_S1923,649
anon_S2348,921
anon_S75,677
anon_S5245,943
anon_S4780,570
anon_S4777,479
anon_S2654,894
anon_S5207,591
anon_S2623,652
anon_S5979,449
anon_S5906,600
anon_S2438,546
anon_S2714,808
anon_S1538,705
anon_S4012,1027
anon_S2901,566
anon_S2609,652
anon_S1501,1425
anon_S1773,916
anon_S4372,494
anon_S700,572
anon_S1612,677
anon_S1281,550
anon_S4174,515
anon_S2101,916
anon_S5677,635
anon_S5330,712
anon_S5168,700
anon_S5051,620
anon_S3328,677
anon_S3873,1716
anon_S5868,563
anon_S6065,868
anon_S4711,667
anon_S586,1344
anon_S3102,873
anon_S564,855
anon_S3505,565
anon_S3550,455
anon_S2584,993
anon_S5742,609
anon_S2479,636
anon_S3048,717
anon_S626,733
anon_S892,630
anon_S869,543
anon_S5208,591
anon_S6112,712
anon_S952,603
anon_S5779,868
anon_S4897,620
anon_S4134,632
anon_S4161,563
anon_S4664,620
anon_S6087,992
anon_S4269,601
anon_S3677,617
anon_S4326,808
anon_S292,1101
anon_S4802,644
anon_S5588,1191
anon_S2085,671
anon_S2050,620
anon_S3128,650
anon_S2986,658
anon_S4937,637
anon_S2515,681
anon_S2246,565
anon_S896,626
anon_S5421,581
anon_S3936,979
anon_S3953,602
anon_S3073,711
anon_S152,649
anon_S3655,878
anon_S2260,546
anon_S2693,647
anon_S2948,626
anon_S1891,987
anon_S3270,996
anon_S3225,921
anon_S2755,900
anon_S5383,584
anon_S194,1215
anon_S5947,548
anon_S5243,635
anon_S2373,749
anon_S3111,667
anon_S5503,670
anon_S5393,471
anon_S3608,858
anon_S1104,666
anon_S725,525
anon_S1953,666
anon_S4456,808
anon_S5148,549
anon_S301,993
anon_S2536,745
anon_S3775,677
anon_S3702,623
anon_S1559,669
anon_S2122,642
anon_S2290,1021
anon_S5716,563
anon_S4137,1027
anon_S1248,622
anon_S1862,934
anon_S4734,663
anon_S4201,1027
anon_S1497,626
anon_S2380,931
anon_S1793,620
anon_S1671,695
anon_S1939,642
anon_S5640,609
anon_S1564,593
anon_S2487,601
anon_S1719,602
anon_S3869,651
anon_S4288,808
anon_S1375,577
anon_S5287,609
anon_S4562,455
anon_S1597,620
anon_S3404,613
anon_S4634,620
anon_S4643,556
anon_S1562,649
anon_S1744,620
anon_S5730,609
anon_S1328,585
anon_S2228,739
anon_S3025,602
anon_S3961,608
anon_S3422,601
anon_S3459,1486
anon_S4048,627
anon_S3696,783
anon_S7,636
anon_S2430,610
anon_S322,973
anon_S3161,565
anon_S3134,650
anon_S3531,622
anon_S1695,792
anon_S1351,576
anon_S4856,1203
anon_S685,689
anon_S105,434
anon_S3896,525
anon_S1408,681
anon_S1992,677
anon_S235,774
anon_S29,1074
anon_S52,921
anon_S5030,535
anon_S5065,620
anon_S6123,610
anon_S299,434
anon_S5926,656
anon_S2730,593
anon_S2333,711
anon_S3997,663
anon_S4053,588
anon_S4570,336
anon_S257,984
anon_S490,1061
anon_S2416,647
anon_S5873,609
anon_S4416,808
anon_S5354,677
anon_S2362,706
anon_S1648,1021
anon_S1145,645
anon_S2921,711
anon_S1925,1246
anon_S1970,708
anon_S3344,677
anon_S4728,623
anon_S5209,1447
anon_S2621,602
anon_S1536,378
anon_S5697,563
anon_S5904,516
anon_S4370,682
anon_S2342,878
anon_S5595,1150
anon_S268,677
anon_S2257,489
anon_S4713,1487
anon_S3469,941
anon_S3093,651
anon_S4454,610
anon_S1610,709
anon_S2107,647
anon_S5679,635
anon_S5332,448
anon_S1283,616
anon_S1987,642
anon_S1234,517
anon_S5053,936
anon_S5082,734
anon_S3391,808
anon_S3792,565
anon_S4608,556
anon_S3725,894
anon_S5857,943
anon_S1021,556
anon_S4775,634
anon_S381,613
anon_S376,676
anon_S562,909
anon_S3507,601
anon_S19,546
anon_S2582,1716
anon_S2579,711
anon_S1727,1101
anon_S5079,1089
anon_S5744,563
anon_S2852,705
anon_S4294,921
anon_S533,928
anon_S3940,632
anon_S3915,783
anon_S4528,652
anon_S890,624
anon_S867,671
anon_S1775,620
anon_S6125,446
anon_S950,682
anon_S905,495
anon_S6013,539
anon_S1088,598
anon_S4895,609
anon_S4744,623
anon_S4136,632
anon_S4923,1312
anon_S6085,943
anon_S4901,656
anon_S4804,687
anon_S4071,808
anon_S2517,642
anon_S5423,710
anon_S2984,745
anon_S3075,696
anon_S4001,878
anon_S133,686
anon_S1893,620
anon_S1842,748
anon_S1839,649
anon_S3227,593
anon_S6001,943
anon_S2691,681
anon_S2753,761
anon_S5689,609
anon_S5945,342
anon_S3434,664
anon_S5501,400
anon_S5554,563
anon_S2871,705
anon_S6101,943
anon_S3675,723
anon_S4393,632
anon_S1102,504
anon_S727,656
anon_S790,558
anon_S1007,705
anon_S5494,616
anon_S2329,1027
anon_S3700,677
anon_S3358,649
anon_S2124,721
anon_S2296,782
anon_S4980,710
anon_S3305,717
anon_S5469,606
anon_S2666,987
anon_S2803,626
anon_S1374,651
anon_S1044,560
anon_S5714,712
anon_S1864,993
anon_S1499,647
anon_S274,994
anon_S1673,626
anon_S3218,632
anon_S1213,533
anon_S5676,563
anon_S2277,677
anon_S4153,505
anon_S3023,987
anon_S359,448
anon_S3420,739
anon_S5663,598
anon_S3198,873
anon_S4949,586
anon_S2870,812
anon_S5049,718
anon_S4084,1716
anon_S5400,625
anon_S1746,987
anon_S1337,593
anon_S3363,862
anon_S4641,602
anon_S4271,808
anon_S5666,562
anon_S5987,1232
anon_S5732,609
anon_S5785,609
anon_S2436,561
anon_S1,961
anon_S4872,1542
anon_S4100,1716
anon_S119,536
anon_S5800,609
anon_S1693,546
anon_S2558,711
anon_S4444,711
anon_S652,555
anon_S3909,783
anon_S1591,588
anon_S3406,711
anon_S474,700
anon_S5213,620
anon_S4854,1089
anon_S5067,816
anon_S2328,1298
anon_S3894,808
anon_S3841,711
anon_S529,878
anon_S3118,601
anon_S50,709
anon_S2732,664
anon_S2798,900
anon_S2335,792
anon_S2360,669
anon_S1577,624
anon_S5103,550
anon_S3995,878
anon_S4572,620
anon_S4756,935
anon_S5920,611
anon_S496,575
anon_S3632,620
anon_S1809,981
anon_S4354,566
anon_S2498,812
anon_S2095,1330
anon_S759,625
anon_S251,1041
anon_S1312,599
anon_S227,601
anon_S1069,688
anon_S1192,590
anon_S88,1003
anon_S5991,635
anon_S773,659
anon_S1927,749
anon_S360,343
anon_S2397,987
anon_S2627,808
anon_S1430,636
anon_S2718,1021
anon_S4244,900
anon_S4145,860
anon_S4219,596
anon_S5695,955
anon_S2919,996
anon_S1534,981
anon_S5597,1194
anon_S2605,709
anon_S5252,635
anon_S2255,986
anon_S1343,584
anon_S1889,695
anon_S5891,643
anon_S4238,1027
anon_S2564,1105
anon_S601,615
anon_S5251,459
anon_S5334,712
anon_S1985,677
anon_S3091,608
anon_S3393,683
anon_S3877,996
anon_S4549,542
anon_S4606,507
anon_S3727,1027
anon_S1515,878
anon_S2105,677
anon_S2172,1021
anon_S2809,626
anon_S3760,928
anon_S3204,1716
anon_S4773,601
anon_S2658,632
anon_S374,492
anon_S5990,943
anon_S1669,647
anon_S2158,681
anon_S5312,633
anon_S5369,1039
anon_S3749,1238
anon_S2580,610
anon_S2577,745
anon_S1725,620
anon_S4296,764
anon_S535,616
anon_S560,662
anon_S938,576
anon_S4488,808
anon_S3942,698
anon_S4526,1105
anon_S5746,563
anon_S838,533
anon_S3496,598
anon_S5366,473
anon_S695,681
anon_S907,558
anon_S4041,565
anon_S5080,620
anon_S1417,549
anon_S4660,620
anon_S3683,730
anon_S898,677
anon_S400,613
anon_S803,603
anon_S6083,938
anon_S5011,516
anon_S4462,1716
anon_S3179,721
anon_S4311,667
anon_S2054,677
anon_S1117,677
anon_S2511,651
anon_S865,400
anon_S4052,763
anon_S5634,527
anon_S2072,620
anon_S3077,681
anon_S4180,547
anon_S5569,1231
anon_S1840,669
anon_S3221,1021
anon_S2539,808
anon_S5169,663
anon_S5943,590
anon_S4336,515
anon_S1587,986
anon_S5199,663
anon_S2751,760
anon_S2704,651
anon_S5461,581
anon_S5397,734
anon_S4395,683
anon_S4806,623
anon_S2464,915
anon_S2089,1264
anon_S792,570
anon_S2276,677
anon_S5496,532
anon_S3142,1708
anon_S4460,667
anon_S4045,711
anon_S2126,650
anon_S5359,520
anon_S2191,1341
anon_S1211,581
anon_S4982,1800
anon_S3706,860
anon_S2826,1021
anon_S2664,598
anon_S2294,677
anon_S5275,495
anon_S5712,529
anon_S6113,712
anon_S272,649
anon_S1866,878
anon_S4337,661
anon_S4027,860
anon_S3021,705
anon_S609,547
anon_S3930,760
anon_S5661,497
anon_S527,941
anon_S5047,661
anon_S3768,565
anon_S4259,808
anon_S285,1112
anon_S1913,620
anon_S4647,839
anon_S4086,804
anon_S3952,596
anon_S4992,1257
anon_S617,695
anon_S6076,1150
anon_S5769,563
anon_S5787,609
anon_S4707,581
anon_S2864,681
anon_S3,716
anon_S2434,593
anon_S2039,993
anon_S3834,711
anon_S3488,588
anon_S4102,634
anon_S449,655
anon_S1022,735
anon_S3130,650
anon_S3535,660
anon_S78,993
anon_S4921,1312
anon_S654,542
anon_S4073,921
anon_S3408,650
anon_S1631,529
anon_S4852,816
anon_S689,574
anon_S5061,620
anon_S3843,588
anon_S6008,557
anon_S4629,620
anon_S971,558
anon_S3116,878
anon_S3513,596
anon_S3568,608
anon_S56,1018
anon_S1389,373
anon_S5457,1089
anon_S4574,991
anon_S3949,602
anon_S5922,452
anon_S2097,677
anon_S3993,764
anon_S2905,677
anon_S494,1069
anon_S2261,1499
anon_S3630,739
anon_S3665,617
anon_S2383,649
anon_S2200,986
anon_S501,769
anon_S4019,860
anon_S1792,709
anon_S771,566
anon_S4085,921
anon_S4455,808
anon_S2607,487
anon_S362,339
anon_S1549,878
anon_S184,1157
anon_S5308,551
anon_S5908,544
anon_S2229,708
anon_S1532,620
anon_S5522,663
anon_S5573,737
anon_S1887,981
anon_S5893,569
anon_S1779,620
anon_S4374,488
anon_S1377,542
anon_S1983,716
anon_S1230,604
anon_S639,684
anon_S3097,909
anon_S4604,668
anon_S3721,711
anon_S4659,616
anon_S4124,683
anon_S3624,588
anon_S2170,792
anon_S5859,609
anon_S5336,712
anon_S2312,677
anon_S4621,623
anon_S3202,921
anon_S4771,482
anon_S4724,788
anon_S1481,1069
anon_S2625,593
anon_S1667,783
anon_S3253,1055
anon_S1256,316
anon_S4222,713
anon_S372,470
anon_S2770,1473
anon_S3747,440
anon_S5866,609
anon_S2528,647
anon_S4662,734
anon_S4290,745
anon_S1747,761
anon_S4902,560
anon_S5748,1216
anon_S4557,436
anon_S5984,938
anon_S3944,642
anon_S3911,647
anon_S3474,516
anon_S4524,1105
anon_S5086,616
anon_S3395,579
anon_S3377,692
anon_S5672,491
anon_S209,532
anon_S901,602
anon_S4270,667
anon_S2828,664
anon_S453,1007
anon_S3682,593
anon_S2408,525
anon_S4888,1247
anon_S2070,620
anon_S5013,936
anon_S3251,588
anon_S595,602
anon_S990,617
anon_S6081,943
anon_S4419,647
anon_S127,561
anon_S863,548
anon_S4499,632
anon_S2513,667
anon_S5028,346
anon_S2988,711
anon_S3079,739
anon_S4005,642
anon_S1333,651
anon_S1846,792
anon_S3223,667
anon_S4182,606
anon_S4469,808
anon_S2706,651
anon_S2303,994
anon_S3701,915
anon_S2891,994
anon_S4397,808
anon_S2488,761
anon_S4808,572
anon_S2466,993
anon_S2056,761
anon_S2270,564
anon_S5395,466
anon_S3679,695
anon_S2889,434
anon_S6059,594
anon_S5490,567
anon_S2728,921
anon_S4929,487
anon_S1933,915
anon_S4956,581
anon_S4984,1520
anon_S3301,690
anon_S3704,860
anon_S3354,1060
anon_S2451,711
anon_S2193,1452
anon_S2662,667
anon_S5277,609
anon_S1774,620
anon_S5710,1039
anon_S3249,644
anon_S5685,609
anon_S5941,402
anon_S5914,493
anon_S1868,873
anon_S270,677
anon_S736,569
anon_S3089,987
anon_S3932,1037
anon_S3453,601
anon_S5843,943
anon_S655,597
anon_S4834,700
anon_S1279,762
anon_S670,390
anon_S4900,688
anon_S5045,606
anon_S3863,711
anon_S3818,616
anon_S1590,993
anon_S1063,580
anon_S1915,1364
anon_S4645,502
anon_S4088,994
anon_S4990,1032
anon_S5781,609
anon_S4275,919
anon_S4705,581
anon_S973,714
anon_S3114,716
anon_S3958,860
anon_S5835,938
anon_S4104,900
anon_S2856,565
anon_S2441,667
anon_S4927,493
anon_S4590,421
anon_S1633,560
anon_S931,345
anon_S6066,594
anon_S4412,588
anon_S3009,760
anon_S1006,546
anon_S3898,808
anon_S4690,566
anon_S4159,557
anon_S470,605
anon_S3511,601
anon_S54,918
anon_S23,661
anon_S5063,936
anon_S4622,866
anon_S2308,677
anon_S2091,744
anon_S3991,596
anon_S1056,672
anon_S173,1157
anon_S3667,624
anon_S528,717
anon_S5294,398
anon_S503,565
anon_S3132,878
anon_S3537,596
anon_S3185,934
anon_S925,620
anon_S3063,808
anon_S5682,609
anon_S817,487
anon_S777,716
anon_S2601,761
anon_S5256,462
anon_S5571,1118
anon_S364,495
anon_S2393,981
anon_S84,1262
anon_S708,635
anon_S2749,792
anon_S5589,1039
anon_S755,557
anon_S788,593
anon_S2247,892
anon_S339,524
anon_S3580,565
anon_S1530,708
anon_S5999,943
anon_S1885,1047
anon_S5895,655
anon_S2975,708
anon_S1517,669
anon_S3745,632
anon_S4719,508
anon_S5238,770
anon_S2814,1132
anon_S2109,738
anon_S2176,696
anon_S5338,712
anon_S5210,581
anon_S1289,620
anon_S1981,713
anon_S1232,380
anon_S279,1081
anon_S1487,708
anon_S2213,900
anon_S1814,636
anon_S1665,626
anon_S5548,611
anon_S3255,739
anon_S3200,1055
anon_S4726,1024
anon_S1254,747
anon_S370,516
anon_S2772,981
anon_S3718,613
anon_S2154,692
anon_S2537,550
anon_S2189,669
anon_S5644,562
anon_S5960,716
anon_S4169,430
anon_S5662,603
anon_S3558,594
anon_S4904,1312
anon_S1721,677
anon_S4292,921
anon_S4225,713
anon_S691,747
anon_S3946,546
anon_S3040,711
anon_S5446,1203
anon_S4522,1105
anon_S5084,620
anon_S3397,579
anon_S3320,1330
anon_S3375,792
anon_S4602,566
anon_S3723,681
anon_S4799,1000
anon_S4043,739
anon_S207,681
anon_S903,562
anon_S5340,700
anon_S4440,1716
anon_S4256,671
anon_S5771,609
anon_S3418,1044
anon_S4831,581
anon_S2076,1061
anon_S5015,710
anon_S5524,477
anon_S3680,695
anon_S593,986
anon_S996,624
anon_S1177,596
anon_S1431,644
anon_S107,677
anon_S4632,620
anon_S125,542
anon_S834,607
anon_S3638,860
anon_S3884,642
anon_S1311,541
anon_S68,1145
anon_S4007,860
anon_S1097,626
anon_S5938,475
anon_S1844,1298
anon_S1833,677
anon_S4213,1716
anon_S1112,680
anon_S1042,543
anon_S2965,786
anon_S1068,576
anon_S2700,792
anon_S5465,623
anon_S2460,588
anon_S2058,943
anon_S5552,592
anon_S5492,348
anon_S5115,627
anon_S5438,777
anon_S3146,1027
anon_S1931,921
anon_S1215,621
anon_S597,621
anon_S1551,993
anon_S2195,620
anon_S992,553
anon_S5271,609
anon_S4986,1032
anon_S3296,677
anon_S5367,453
anon_S2660,1074
anon_S2635,1061
anon_S2298,620
anon_S5687,609
anon_S5302,680
anon_S5916,596
anon_S5353,541
anon_S5217,573
anon_S5538,690
anon_S3611,987
anon_S734,561
anon_S2287,695
anon_S5738,609
anon_S5783,609
anon_S2920,761
anon_S616,534
anon_S676,586
anon_S3451,808
anon_S3861,677
anon_S2813,352
anon_S2137,713
anon_S5612,549
anon_S1593,931
anon_S5043,562
anon_S5638,570
anon_S1917,812
anon_S5635,512
anon_S4752,623
anon_S4703,1024
anon_S4828,869
anon_S1050,633
anon_S291,1708
anon_S975,546
anon_S3112,1086
anon_S3517,601
anon_S21,602
anon_S4064,812
anon_S5752,563
anon_S2447,647
anon_S1426,580
anon_S1635,712
anon_S658,615
anon_S472,624
anon_S4103,711
anon_S4978,1203
anon_S5038,935
anon_S3847,921
anon_S5807,563
anon_S1400,750
anon_S1198,558
anon_S2792,546
anon_S6068,998
anon_S6099,424
anon_S1058,628
anon_S4033,632
anon_S175,1157
anon_S3661,704
anon_S4352,656
anon_S4383,449
anon_S1690,1021
anon_S2093,711
anon_S2429,987
anon_S2024,987
anon_S4024,632
anon_S5292,493
anon_S3169,987
anon_S3539,551
anon_S3187,525
anon_S6012,522
anon_S4925,581
anon_S4079,649
anon_S1700,687
anon_S3061,745
anon_S3970,812
anon_S815,677
anon_S2603,993
anon_S2206,620
anon_S1883,1195
anon_S5897,566
anon_S1878,1439
anon_S86,649
anon_S1123,565
anon_S775,705
anon_S1978,705
anon_S366,548
anon_S2391,1081
anon_S5136,581
anon_S180,1157
anon_S5959,550
anon_S6020,505
anon_S498,677
anon_S6075,1150
anon_S3582,630
anon_S937,634
anon_S1118,649
anon_S757,808
anon_S683,548
anon_S6057,485
anon_S3743,525
anon_S2249,783
anon_S5584,868
anon_S1618,915
anon_S2235,761
anon_S3927,860
anon_S6100,355
anon_S1816,993
anon_S3257,900
anon_S4720,624
anon_S1485,636
anon_S2629,909
anon_S2774,878
anon_S2156,620
anon_S5314,411
anon_S2883,783
anon_S5962,756
anon_S5856,943
anon_S2571,860
anon_S2524,808
anon_S6055,1191
anon_S512,808
anon_S1307,591
anon_S3470,601
anon_S1000,553
anon_S5521,609
anon_S3828,602
anon_S4600,540
anon_S4655,620
anon_S2254,649
anon_S2174,620
anon_S1572,878
anon_S1758,783
anon_S5773,609
anon_S1076,666
anon_S1369,749
anon_S398,676
anon_S2301,620
anon_S3416,579
anon_S2404,685
anon_S2459,593
anon_S2074,847
anon_S2003,602
anon_S2877,979
anon_S2977,1060
anon_S158,1157
anon_S2824,808
anon_S809,783
anon_S4614,1487
anon_S5017,559
anon_S5309,646
anon_S2726,667
anon_S591,786
anon_S994,574
anon_S941,618
anon_S693,644
anon_S3042,588
anon_S6017,718
anon_S3886,808
anon_S836,659
anon_S66,1316
anon_S1091,676
anon_S5936,524
anon_S4573,620
anon_S2724,915
anon_S1470,620
anon_S4186,502
anon_S2699,782
anon_S879,641
anon_S3628,918
anon_S1831,661
anon_S5556,590
anon_S5144,498
anon_S5399,553
anon_S4126,525
anon_S2462,525
anon_S1303,719
anon_S4409,601
anon_S2321,696
anon_S3148,873
anon_S4484,440
anon_S1576,711
anon_S1100,317
anon_S1553,1007
anon_S2197,594
anon_S1155,673
anon_S1937,739
anon_S4988,1032
anon_S3350,588
anon_S2637,487
anon_S2953,996
anon_S2230,681
anon_S5910,616
anon_S919,776
anon_S2702,1047
anon_S2307,1055
anon_S5681,868
anon_S3613,681
anon_S4331,677
anon_S4364,681
anon_S732,750
anon_S2619,808
anon_S2935,636
anon_S3263,378
anon_S4701,935
anon_S674,628
anon_S351,602
anon_S3457,987
anon_S5610,550
anon_S1999,792
anon_S5041,710
anon_S3867,704
anon_S3737,713
anon_S3290,706
anon_S1919,705
anon_S5182,761
anon_S5328,533
anon_S293,554
anon_S977,688
anon_S3110,878
anon_S3515,711
anon_S3562,589
anon_S27,690
anon_S1739,751
anon_S5750,609
anon_S1348,589
anon_S2445,647
anon_S5456,718
anon_S3439,711
anon_S1428,627
anon_S5993,1232
anon_S3761,862
anon_S5643,550
anon_S4594,309
anon_S1637,506
anon_S3849,943
anon_S1365,541
anon_S4676,545
anon_S1705,769
anon_S2955,783
anon_S2790,812
anon_S2368,1181
anon_S49,723
anon_S1508,1298
anon_S4035,860
anon_S1387,610
anon_S4381,571
anon_S2490,900
anon_S4810,528
anon_S2026,620
anon_S3181,987
anon_S2363,613
anon_S2550,602
anon_S4950,541
anon_S5290,609
anon_S507,525
anon_S3067,601
anon_S1061,555
anon_S4068,721
anon_S1136,631
anon_S3645,1000
anon_S813,744
anon_S2400,811
anon_S2048,873
anon_S1881,713
anon_S2455,808
anon_S368,620
anon_S5161,532
anon_S80,1501
anon_S9,627
anon_S182,1281
anon_S4928,538
anon_S177,1157
anon_S3663,734
anon_S2847,739
anon_S3584,672
anon_S913,532
anon_S5306,632
anon_S4042,671
anon_S5488,485
anon_S1456,882
anon_S2820,900
anon_S3714,632
anon_S2150,620
anon_S5361,519
anon_S5582,662
anon_S1762,613
anon_S1789,620
anon_S945,507
anon_S4411,683
anon_S1810,792
anon_S6067,563
anon_S248,632
anon_S1661,613
anon_S5964,530
anon_S1205,545
anon_S1062,566
anon_S2776,642
anon_S648,520
anon_S4668,484
anon_S1301,630
anon_S568,919
anon_S2526,667
anon_S4588,440
anon_S4657,620
anon_S1570,1004
anon_S1344,610
anon_S1756,792
anon_S3324,696
anon_S1367,466
anon_S4748,623
anon_S203,1077
anon_S2641,993
anon_S3414,709
anon_S3449,601
anon_S5775,609
anon_S5797,609
anon_S635,629
anon_S1028,514
anon_S1093,554
anon_S5834,635
anon_S294,649
anon_S672,595
anon_S2402,704
anon_S2001,915
anon_S2599,860
anon_S5019,516
anon_S5560,633
anon_S1454,620
anon_S3171,610
anon_S943,617
anon_S1173,690
anon_S6041,633
anon_S1188,620
anon_S3545,503
anon_S3483,565
anon_S3044,711
anon_S3472,664
anon_S3880,566
anon_S1014,646
anon_S39,490
anon_S64,915
anon_S2519,664
anon_S5099,405
anon_S3386,1027
anon_S5385,605
anon_S2722,667
anon_S2327,669
anon_S3835,651
anon_S5845,770
anon_S1514,677
anon_S5934,564
anon_S4348,619
anon_S3954,812
anon_S6009,568
anon_S1108,629
anon_S2916,994
anon_S765,612
anon_S3639,1060
anon_S1935,706
anon_S1942,1020
anon_S2325,915
anon_S5546,558
anon_S2389,873
anon_S3352,617
anon_S2352,1754
anon_S1555,708
anon_S4146,626
anon_S2631,620
anon_S2232,987
anon_S1859,626
anon_S4323,601
anon_S2759,994
anon_S1379,756
anon_S2309,588
anon_S5683,609
anon_S4862,1487
anon_S5912,448
anon_S3615,716
anon_S1781,783
anon_S4366,629
anon_S2617,808
anon_S1134,714
anon_S1324,315
anon_S1040,652
anon_S4423,698
anon_S3087,987
anon_S5932,564
anon_S5669,573
anon_S2133,649
anon_S1226,536
anon_S353,699
anon_S3865,602
anon_S3812,626
anon_S447,558
anon_S3292,649
anon_S5506,577
anon_S3243,1101
anon_S3238,993
anon_S5180,700
anon_S5326,515
anon_S4120,596
anon_S5170,687
anon_S25,812
anon_S4974,936
anon_S5756,861
anon_S4212,763
anon_S295,1132
anon_S3038,588
anon_S3480,664
anon_S3929,808
anon_S1566,620
anon_S4624,623
anon_S1639,709
anon_S1404,690
anon_S1473,709
anon_S4674,561
anon_S3643,677
anon_S844,655
anon_S5003,1032
anon_S2796,664
anon_S141,664
anon_S589,1065
anon_S4816,623
anon_S2020,608
anon_S5985,943
anon_S468,624
anon_S4037,860
anon_S2552,569
anon_S1704,546
anon_S5600,1190
anon_S1465,811
anon_S509,708
anon_S3138,650
anon_S3183,878
anon_S1357,303
anon_S4543,526
anon_S3974,642
anon_S5203,663
anon_S2046,1193
anon_S3065,808
anon_S3012,987
anon_S1874,677
anon_S1829,915
anon_S611,513
anon_S5316,478
anon_S82,1020
anon_S1127,650
anon_S779,685
anon_S3804,696
anon_S179,1497
anon_S432,683
anon_S2845,909
anon_S2492,602
anon_S753,605
anon_S333,547
anon_S3586,783
anon_S3152,812
anon_S4829,942
anon_S5871,563
anon_S2443,709
anon_S2152,620
anon_S2183,546
anon_S2887,1716
anon_S5966,545
anon_S947,700
anon_S1760,617
anon_S3716,860
anon_S5580,690
anon_S2678,981
anon_S5267,943
anon_S5370,1039
anon_S1489,783
anon_S1812,1027
anon_S4329,808
anon_S1422,721
anon_S2778,808
anon_S2854,695
anon_S1130,621
anon_S394,645
anon_S349,831
anon_S3412,987
anon_S5657,655
anon_S2520,658
anon_S6015,607
anon_S2214,677
anon_S1163,571
anon_S4298,601
anon_S4223,647
anon_S2178,1468
anon_S4096,1020
anon_S1238,544
anon_S1965,993
anon_S3729,961
anon_S4651,620
anon_S4218,632
anon_S201,671
anon_S2643,993
anon_S1754,677
anon_S5795,609
anon_S4245,808
anon_S2574,792
anon_S4058,711
anon_S1722,699
anon_S4837,768
anon_S5528,646
anon_S2007,1027
anon_S4176,626
anon_S5832,943
anon_S109,572
anon_S998,553
anon_S6089,938
anon_S1171,645
anon_S1186,605
anon_S4917,1560
anon_S3046,608
anon_S3919,996
anon_S832,565
anon_S5822,938
anon_S3384,579
anon_S3882,565
anon_S1438,489
anon_S3783,811
anon_S963,572
anon_S62,528
anon_S918,492
anon_S3529,612
anon_S536,431
anon_S5113,714
anon_S5432,581
anon_S2991,761
anon_S633,566
anon_S3924,786
anon_S1835,706
anon_S4346,420
anon_S2234,711
anon_S2069,546
anon_S163,1438
anon_S1005,568
anon_S885,589
anon_S858,623
anon_S4480,440
anon_S4278,808
anon_S1940,711
anon_S5179,663
anon_S316,634
anon_S1557,677
anon_S5514,562
anon_S6033,414
anon_S749,527
anon_S6048,609
anon_S5949,501
anon_S2615,808
anon_S278,811
anon_S2931,649
anon_S2212,705
anon_S5549,1085
anon_S5881,534
anon_S3617,617
anon_S1783,677
anon_S2876,934
anon_S5105,623
anon_S1600,613
anon_S5789,609
anon_S1271,572
anon_S1224,579
anon_S355,627
anon_S3762,987
anon_S3733,860
anon_S226,632
anon_S2819,711
anon_S2131,760
anon_S5342,540
anon_S2164,1021
anon_S3241,632
anon_S2633,620
anon_S4197,565
anon_S2684,667
anon_S4697,570
anon_S4429,698
anon_S5636,523
anon_S2899,734
anon_S1054,559
anon_S4976,935
