node,new_score,original_score,diff(new-origin)
anon_S5809E,609,595,14
anon_S446E,606,606,0
anon_S876E,646,646,0
anon_S3596E,731.98,-1,na
anon_S4408E,717.27,601,116.27
anon_S741E,661,743,-82
anon_S5142E,771.81,-1,na
anon_S325E,744.34,428,316.34
anon_S3166E,650,451,199
anon_S2142E,731.98,589,142.98
anon_S5371E,748.15,628,120.15
anon_S261E,897.34,667,230.34
anon_S4302E,849.65,506,343.65
anon_S4094E,730.4,379,351.4
anon_S3692E,578.89,663,-84.11
anon_S1802E,746.41,625,121.41
anon_S4835E,663,670,-7
anon_S1853E,602,531,71
anon_S4447E,657.8,400,257.8
anon_S409E,730,730,0
anon_S3236E,745,598,147
anon_S2572E,602,-1,na
anon_S5976E,698,698,0
anon_S2764E,858.18,461,397.18
anon_S5157E,771.81,683,88.81
anon_S2713E,849.65,706,143.65
anon_S388E,693,693,0
anon_S4216E,724.29,273,451.29
anon_S3318E,879.91,534,345.91
anon_S427E,544,544,0
anon_S5649E,457,457,0
anon_S1735E,-1,-1,na
anon_S4070E,899.87,684,215.87
anon_S4264E,657.8,420,237.8
anon_S4231E,663,589,74
anon_S4714E,710,536,174
anon_S1542E,677,573,104
anon_S2139E,733.14,601,132.14
anon_S1995E,644,524,120
anon_S1977E,713,565,148
anon_S4791E,628,628,0
anon_S3336E,681,278,403
anon_S567E,658,658,0
anon_S4785E,808.9,667,141.9
anon_S5343E,489,489,0
anon_S2651E,889.53,528,361.53
anon_S2957E,738.76,-1,na
anon_S5200E,737.54,440,297.54
anon_S5701E,716,587,129
anon_S3258E,812,567,245
anon_S3018E,657.8,405,252.8
anon_S1584E,898.78,605,293.78
anon_S4841E,850.23,686,164.23
anon_S2011E,845.41,-1,na
anon_S5009E,516,637,-121
anon_S5076E,737.54,689,48.54
anon_S4681E,741.75,581,160.75
anon_S1446E,602,602,0
anon_S461E,-1,-1,na
anon_S2834E,711,720,-9
anon_S583E,731.98,570,161.98
anon_S282E,760,760,0
anon_S6097E,-1,-1,na
anon_S3105E,869.75,645,224.75
anon_S3500E,745.36,615,130.36
anon_S3555E,-1,-1,na
anon_S10E,746.41,713,33.41
anon_S45E,489,489,0
anon_S2589E,588,710,-122
anon_S4909E,898.98,538,360.98
anon_S3032E,579,596,-17
anon_S2323E,849.65,516,333.65
anon_S634E,656,656,0
anon_S3098E,706,557,149
anon_S3435E,760,-1,na
anon_S3460E,602,465,137
anon_S5817E,609,334,275
anon_S2800E,748.2,603,145.2
anon_S5861E,575.85,545,30.85
anon_S2457E,778.52,340,438.52
anon_S2509E,378,-1,na
anon_S5054E,737.54,665,72.54
anon_S5089E,620,751,-131
anon_S3398E,849.65,663,186.65
anon_S3795E,440,424,16
anon_S959E,674,674,0
anon_S2313E,651,613,38
anon_S2983E,761,476,285
anon_S3158E,650,-1,na
anon_S1074E,550,550,0
anon_S3658E,696,-1,na
anon_S1707E,733.14,719,14.14
anon_S1823E,593,568,25
anon_S5240E,744.89,723,21.89
anon_S1450E,-1,-1,na
anon_S2427E,859.99,448,411.99
anon_S5830E,635,764,-129
anon_S5523E,569,569,0
anon_S3497E,601,590,11
anon_S897E,708,708,0
anon_S5815E,575.85,572,3.85
anon_S3127E,895.35,579,316.35
anon_S1116E,677,707,-30
anon_S4494E,763,638,125
anon_S4932E,586,586,0
anon_S5100E,532,532,0
anon_S799E,-1,-1,na
anon_S1901E,692,716,-24
anon_S1954E,649,574,75
anon_S306E,898.13,-1,na
anon_S6061E,495,589,-94
anon_S1521E,661,580,81
anon_S2240E,879.91,556,323.91
anon_S1652E,677,639,38
anon_S1894E,642,548,94
anon_S1849E,896.39,-1,na
anon_S5138E,744.56,573,171.56
anon_S4915E,736,514,222
anon_S5418E,710,-1,na
anon_S5957E,556,556,0
anon_S1064E,659,659,0
anon_S1791E,749,586,163
anon_S2485E,724.29,589,135.29
anon_S2080E,626,521,105
anon_S3980E,657.8,272,385.8
anon_S244E,598,616,-18
anon_S2226E,896.39,561,335.39
anon_S487E,728.44,553,175.44
anon_S3605E,731.98,-1,na
anon_S3672E,709,653,56
anon_S3211E,657.8,501,156.8
anon_S1332E,674,674,0
anon_S4733E,828.3,490,338.3
anon_S1492E,677,636,41
anon_S1674E,588,536,52
anon_S1504E,620,587,33
anon_S5352E,597,597,0
anon_S1263E,657,657,0
anon_S1218E,-1,-1,na
anon_S347E,630,630,0
anon_S3851E,651,689,-38
anon_S3772E,900,636,264
anon_S3709E,596,566,30
anon_S1476E,889.87,733,156.87
anon_S2198E,588,524,64
anon_S5303E,539,539,0
anon_S3280E,617,-1,na
anon_S719E,606,606,0
anon_S3277E,578,-1,na
anon_S4189E,608,608,0
anon_S2672E,891.96,564,327.96
anon_S5196E,663,452,211
anon_S193E,866.16,592,274.16
anon_S5626E,578.44,507,71.44
anon_S524E,711,711,0
anon_S221E,642,642,0
anon_S4966E,734,755,-21
anon_S5095E,575,575,0
anon_S3364E,617,573,44
anon_S3789E,713,-1,na
anon_S3424E,664,463,201
anon_S1358E,-1,-1,na
anon_S513E,632,632,0
anon_S916E,-1,-1,na
anon_S3576E,731.98,537,194.98
anon_S3964E,724.29,462,262.29
anon_S3939E,733.14,-1,na
anon_S5760E,575.85,585,-9.15
anon_S5735E,720.36,541,179.36
anon_S1629E,650,650,0
anon_S1298E,528,528,0
anon_S1245E,-1,-1,na
anon_S1436E,699,699,0
anon_S3837E,651,644,7
anon_S2811E,746.41,467,279.41
anon_S1467E,588,539,49
anon_S3754E,761,335,426
anon_S2118E,657.8,553,104.8
anon_S134E,793.72,600,193.72
anon_S856E,657,657,0
anon_S2566E,761,325,436
anon_S5037E,771.81,589,182.81
anon_S1391E,387,387,0
anon_S2780E,858.18,551,307.18
anon_S978E,576,576,0
anon_S2032E,749,448,301
anon_S1518E,620,667,-47
anon_S1035E,587,587,0
anon_S6007E,635,640,-5
anon_S1716E,620,653,-33
anon_S1458E,878.01,586,292.01
anon_S4617E,623,-1,na
anon_S4287E,601,675,-74
anon_S5280E,609,541,68
anon_S3549E,562,562,0
anon_S3485E,711,616,95
anon_S2540E,894.92,321,573.92
anon_S1598E,733.14,630,103.14
anon_S2202E,620,561,59
anon_S6107E,491,491,0
anon_S2264E,711,563,148
anon_S3051E,596,542,54
anon_S3902E,849.65,714,135.65
anon_S3004E,657.8,582,75.8
anon_S3401E,891.96,552,339.96
anon_S1017E,656,656,0
anon_S2350E,610,-1,na
anon_S2413E,588,441,147
anon_S2267E,706,780,-74
anon_S2866E,664,534,130
anon_S90E,899.96,630,269.96
anon_S5387E,484,484,0
anon_S1140E,618,618,0
anon_S769E,704,704,0
anon_S2475E,706,682,24
anon_S2385E,873.79,561,312.79
anon_S318E,899.59,651,248.59
anon_S4439E,636,436,200
anon_S2367E,578.89,579,-0.11
anon_S169E,842.3,592,250.3
anon_S116E,-1,-1,na
anon_S878E,564,564,0
anon_S3691E,899.87,-1,na
anon_S4820E,898.76,726,172.76
anon_S4875E,588,588,0
anon_S2063E,649,527,122
anon_S327E,858.18,640,218.18
anon_S1046E,-1,-1,na
anon_S3164E,725.21,538,187.21
anon_S3594E,899.87,554,345.87
anon_S1698E,636,-1,na
anon_S5930E,624,624,0
anon_S2140E,620,607,13
anon_S5373E,470,470,0
anon_S5692E,899.99,613,286.99
anon_S5974E,756,756,0
anon_S5903E,682,682,0
anon_S1776E,733.14,655,78.14
anon_S5504E,683,683,0
anon_S263E,888.3,656,232.3
anon_S2209E,812,653,159
anon_S703E,674,674,0
anon_S258E,850.76,656,194.76
anon_S2384E,620,510,110
anon_S1855E,636,460,176
anon_S1800E,899.91,481,418.91
anon_S1797E,748.26,514,234.26
anon_S3234E,888.14,557,331.14
anon_S1111E,692,692,0
anon_S5406E,620,522,98
anon_S5159E,-1,-1,na
anon_S2711E,744,538,206
anon_S386E,581,581,0
anon_S1568E,812,518,294
anon_S4678E,432,432,0
anon_S5319E,664,664,0
anon_S1737E,532,532,0
anon_S1346E,384,384,0
anon_S4716E,877.71,485,392.71
anon_S1997E,747.44,580,167.44
anon_S1920E,760,530,230
anon_S1975E,899.48,534,365.48
anon_S3334E,731.98,-1,na
anon_S3739E,657.8,620,37.8
anon_S3343E,746.41,608,138.41
anon_S1742E,731.98,-1,na
anon_S1540E,620,576,44
anon_S2657E,896.39,551,345.39
anon_S2289E,730.4,507,223.4
anon_S2922E,845.41,-1,na
anon_S2318E,733.14,662,71.14
anon_S3699E,731.98,585,146.98
anon_S5703E,609,-1,na
anon_S4783E,748.37,599,149.37
anon_S4778E,592,592,0
anon_S143E,594,594,0
anon_S4843E,592,-1,na
anon_S2013E,672,662,10
anon_S4892E,529,529,0
anon_S1411E,575,575,0
anon_S1444E,575.85,648,-72.15
anon_S467E,734,734,0
anon_S2832E,525,-1,na
anon_S3502E,657.8,478,179.8
anon_S47E,895.35,632,263.35
anon_S3553E,460,460,0
anon_S2587E,778.52,520,258.52
anon_S1355E,-1,-1,na
anon_S5074E,620,698,-78
anon_S632E,679,679,0
anon_S3437E,664,524,140
anon_S4750E,734,586,148
anon_S1617E,723.17,539,184.17
anon_S5729E,609,503,106
anon_S2806E,711,615,96
anon_S1284E,-1,-1,na
anon_S663E,592,592,0
anon_S613E,-1,-1,na
anon_S5056E,893.08,723,170.08
anon_S3870E,602,431,171
anon_S3825E,708,621,87
anon_S957E,632,632,0
anon_S5471E,569,569,0
anon_S2344E,744,591,153
anon_S2981E,849.65,582,267.65
anon_S3125E,721,-1,na
anon_S1072E,638,638,0
anon_S4795E,738.16,564,174.16
anon_S2079E,706,498,208
anon_S1507E,626,510,116
anon_S3070E,885.35,561,324.35
anon_S4686E,527,527,0
anon_S157E,730.13,510,220.13
anon_S804E,871.33,650,221.33
anon_S5114E,-1,-1,na
anon_S585E,840.68,642,198.68
anon_S280E,840.36,303,537.36
anon_S3107E,849.83,599,250.83
anon_S3495E,664,523,141
anon_S228E,663,631,32
anon_S895E,654,654,0
anon_S2849E,588,511,77
anon_S4869E,718,718,0
anon_S4492E,440,-1,na
anon_S4934E,537,537,0
anon_S720E,-1,-1,na
anon_S6029E,522,522,0
anon_S2892E,647,658,-11
anon_S304E,656,656,0
anon_S1523E,812,579,233
anon_S1956E,620,645,-25
anon_S1896E,661,762,-101
anon_S1424E,-1,-1,na
anon_S2242E,716,730,-14
anon_S5804E,609,-1,na
anon_S2483E,642,707,-65
anon_S2086E,378,605,-227
anon_S3982E,596,605,-9
anon_S1771E,578.89,537,41.89
anon_S2224E,649,559,90
anon_S5559E,740.28,713,27.28
anon_S489E,-1,-1,na
anon_S3670E,748.02,648,100.02
anon_S4325E,769.9,552,217.9
anon_S1494E,647,647,0
anon_S1861E,530,510,20
anon_S1676E,899.87,545,354.87
anon_S5799E,575.85,598,-22.15
anon_S3213E,593,523,70
anon_S4731E,717.2,462,255.2
anon_S1261E,415,415,0
anon_S345E,396,396,0
anon_S2121E,760,719,41
anon_S4006E,894.31,661,233.31
anon_S5350E,432,432,0
anon_S3228E,664,585,79
anon_S2674E,651,711,-60
anon_S5562E,713.91,-1,na
anon_S2696E,651,550,101
anon_S5190E,663,571,92
anon_S5246E,888.86,510,378.86
anon_S3275E,840.68,683,157.68
anon_S2903E,853.43,525,328.43
anon_S1969E,677,648,29
anon_S2756E,898.22,626,272.22
anon_S5258E,888.86,585,303.86
anon_S191E,797.84,604,193.84
anon_S5624E,742.66,545,197.66
anon_S1749E,620,598,22
anon_S5097E,-1,-1,na
anon_S3388E,525,528,-3
anon_S3366E,626,-1,na
anon_S3839E,677,402,275
anon_S1461E,812,623,189
anon_S3756E,531.28,667,-135.72
anon_S511E,531.28,638,-106.72
anon_S232E,602,602,0
anon_S914E,331,331,0
anon_S5102E,-1,-1,na
anon_S3570E,342,342,0
anon_S4964E,-1,-1,na
anon_S5982E,899.97,524,375.97
anon_S5737E,575.85,636,-60.15
anon_S4453E,531.28,523,8.28
anon_S679E,564,564,0
anon_S3962E,749,636,113
anon_S3028E,579,468,111
anon_S4443E,634,593,41
anon_S3308E,617,633,-16
anon_S3770E,657.8,454,203.8
anon_S2293E,723.17,461,262.17
anon_S5719E,609,-1,na
anon_S6079E,635,673,-38
anon_S1247E,635,635,0
anon_S136E,752,752,0
anon_S854E,571,571,0
anon_S479E,485,485,0
anon_S823E,-1,-1,na
anon_S4859E,420,420,0
anon_S2568E,657.8,-1,na
anon_S5035E,898,501,397
anon_S3893E,588,316,272
anon_S4699E,738.16,563,175.16
anon_S2782E,664,519,145
anon_S4637E,404,404,0
anon_S4619E,717.2,432,285.2
anon_S2546E,711,562,149
anon_S1714E,761,557,204
anon_S4122E,636,757,-121
anon_S5675E,519,519,0
anon_S4285E,632,-1,na
anon_S1370E,665,665,0
anon_S5282E,609,-1,na
anon_S2918E,845.41,-1,na
anon_S686E,590,590,0
anon_S3006E,657.8,551,106.8
anon_S3403E,632,570,62
anon_S4531E,627,627,0
anon_S729E,-1,-1,na
anon_S2415E,716,369,347
anon_S5996E,744.89,640,104.89
anon_S2265E,608,526,82
anon_S1304E,688,688,0
anon_S2868E,733.14,532,201.14
anon_S6050E,747.79,598,149.79
anon_S5593E,655.8,455,200.8
anon_S1139E,634,634,0
anon_S6031E,-1,-1,na
anon_S1146E,-1,-1,na
anon_S747E,383,383,0
anon_S2387E,893.28,659,234.28
anon_S2735E,711,452,259
anon_S5450E,873.34,-1,na
anon_S2365E,872.08,534,338.08
anon_S4E,804,804,0
anon_S2433E,711,-1,na
anon_S2448E,642,380,262
anon_S2065E,899.87,491,408.87
anon_S2030E,731.98,646,85.98
anon_S114E,378,378,0
anon_S3693E,730.4,535,195.4
anon_S3162E,650,577,73
anon_S1696E,531.28,631,-99.72
anon_S73E,783.61,596,187.61
anon_S3824E,899.87,569,330.87
anon_S6115E,458,458,0
anon_S2258E,747.44,570,177.44
anon_S321E,603.76,-1,na
anon_S5690E,864.12,665,199.12
anon_S5901E,595,595,0
anon_S2768E,690,610,80
anon_S1770E,898.78,522,376.78
anon_S1539E,897.44,-1,na
anon_S2608E,657.8,-1,na
anon_S2902E,565,613,-48
anon_S2979E,610,438,172
anon_S701E,592,592,0
anon_S1857E,588,629,-41
anon_S2688E,669.96,489,180.96
anon_S493E,659,659,0
anon_S2717E,664,571,93
anon_S2273E,748.2,619,129.2
anon_S5869E,575.85,533,42.85
anon_S384E,621,621,0
anon_S2874E,744.15,610,134.15
anon_S4710E,733.3,527,206.3
anon_S2398E,651,616,35
anon_S1922E,620,780,-160
anon_S1973E,620,644,-24
anon_S1228E,562,562,0
anon_S2376E,763,729,34
anon_S2168E,895.06,604,291.06
anon_S3806E,-1,-1,na
anon_S2924E,-1,-1,na
anon_S1156E,-1,-1,na
anon_S3341E,730.4,485,245.4
anon_S1654E,845.41,532,313.41
anon_S4781E,558,558,0
anon_S4776E,612,612,0
anon_S2655E,525,522,3
anon_S2622E,674.96,520,154.96
anon_S4576E,283,283,0
anon_S955E,547,547,0
anon_S1442E,-1,-1,na
anon_S465E,534,534,0
anon_S2830E,657.8,575,82.8
anon_S4890E,544,544,0
anon_S2585E,657.8,466,191.8
anon_S1413E,665,665,0
anon_S1615E,849.83,514,335.83
anon_S1286E,704,704,0
anon_S665E,543,543,0
anon_S630E,-1,-1,na
anon_S3872E,657.8,636,21.8
anon_S3791E,853.43,670,183.43
anon_S2804E,849.65,617,232.65
anon_S2102E,588,477,111
anon_S5331E,714.07,488,226.07
anon_S908E,618,618,0
anon_S5050E,620,460,160
anon_S452E,748.24,638,110.24
anon_S2987E,696,764,-68
anon_S4490E,730.4,565,165.4
anon_S4936E,515,515,0
anon_S2514E,657.8,-1,na
anon_S2346E,899.48,-1,na
anon_S3072E,739,565,174
anon_S4550E,559,559,0
anon_S1025E,527,527,0
anon_S4267E,565,516,49
anon_S155E,-1,-1,na
anon_S3689E,647,-1,na
anon_S806E,744.89,660,84.89
anon_S587E,309,-1,na
anon_S530E,809.98,625,184.98
anon_S988E,-1,-1,na
anon_S3101E,647,709,-62
anon_S3504E,812,517,295
anon_S3551E,488,488,0
anon_S605E,587,587,0
anon_S3493E,601,536,65
anon_S5741E,609,535,74
anon_S3049E,632,587,45
anon_S893E,746,746,0
anon_S868E,523,523,0
anon_S424E,634,634,0
anon_S2222E,674.96,715,-40.04
anon_S302E,812.84,514,298.84
anon_S5499E,-1,-1,na
anon_S1107E,-1,-1,na
anon_S722E,711,711,0
anon_S1950E,588,-1,na
anon_S4952E,693,693,0
anon_S1360E,551,551,0
anon_S3100E,721,-1,na
anon_S989E,656,656,0
anon_S1335E,669,669,0
anon_S2379E,705,503,202
anon_S6023E,-1,-1,na
anon_S6086E,881.88,428,453.88
anon_S3609E,649,464,185
anon_S3676E,748.02,481,267.02
anon_S1795E,896.39,604,292.39
anon_S4390E,-1,-1,na
anon_S2481E,821.29,701,120.29
anon_S2084E,748.2,562,186.2
anon_S4801E,771.81,718,53.81
anon_S2051E,529,601,-72
anon_S4451E,658,-1,na
anon_S4418E,626,593,33
anon_S1863E,649,552,97
anon_S4737E,717.2,476,241.2
anon_S1496E,706,671,35
anon_S277E,743.38,-1,na
anon_S1670E,891.96,561,330.96
anon_S2123E,642,522,120
anon_S5307E,731,731,0
anon_S5279E,609,507,102
anon_S696E,705,705,0
anon_S1267E,-1,-1,na
anon_S2676E,651,553,98
anon_S5269E,740.28,635,105.28
anon_S2694E,711,491,220
anon_S1890E,896.39,508,388.39
anon_S3273E,899.48,542,357.48
anon_S1767E,649,608,41
anon_S2754E,647,474,173
anon_S148E,617,-1,na
anon_S5192E,663,519,144
anon_S5125E,-1,-1,na
anon_S197E,731.98,677,54.98
anon_S5622E,599,599,0
anon_S5946E,600,600,0
anon_S3360E,602,-1,na
anon_S4143E,626,632,-6
anon_S3758E,525,510,15
anon_S4642E,620,589,31
anon_S1561E,677,735,-58
anon_S3572E,314,314,0
anon_S4962E,617,617,0
anon_S4999E,828.3,580,248.3
anon_S5980E,455,455,0
anon_S5731E,575.85,667,-91.15
anon_S4759E,717.2,575,142.2
anon_S546E,462,462,0
anon_S3960E,642,669,-27
anon_S3026E,761,601,160
anon_S3423E,706,544,162
anon_S3458E,742.92,637,105.92
anon_S2976E,578.89,621,-42.11
anon_S3306E,899.87,548,351.87
anon_S3800E,845.41,-1,na
anon_S2291E,731.98,518,213.98
anon_S2911E,881.05,564,317.05
anon_S5717E,575.85,593,-17.15
anon_S5264E,545,545,0
anon_S4332E,710,710,0
anon_S1249E,532,532,0
anon_S4857E,756.3,599,157.3
anon_S684E,633,633,0
anon_S651E,-1,-1,na
anon_S5033E,710,528,182
anon_S3891E,440,527,-87
anon_S4129E,843.73,578,265.73
anon_S130E,-1,-1,na
anon_S821E,683,683,0
anon_S53E,649,649,0
anon_S3518E,664,597,67
anon_S28E,610,610,0
anon_S4441E,658,-1,na
anon_S6018E,650,650,0
anon_S4919E,746.24,523,223.24
anon_S2533E,711,501,210
anon_S5322E,574,574,0
anon_S4140E,642,533,109
anon_S2148E,899.48,538,361.48
anon_S2936E,731.98,559,172.98
anon_S1372E,613,613,0
anon_S579E,841.67,-1,na
anon_S5284E,575.85,538,37.85
anon_S3000E,608,537,71
anon_S3405E,761,476,285
anon_S4021E,663,554,109
anon_S4074E,748.2,505,243.2
anon_S4599E,-1,-1,na
anon_S2417E,531.28,506,25.28
anon_S4942E,538,538,0
anon_S4541E,583,583,0
anon_S5452E,738.16,559,179.16
anon_S5403E,475,475,0
anon_S1477E,620,739,-119
anon_S1649E,849.65,-1,na
anon_S4424E,649,583,66
anon_S1191E,425,425,0
anon_S2431E,747.44,640,107.44
anon_S4132E,724.29,346,378.29
anon_S4871E,895.07,628,267.07
anon_S2067E,608,501,107
anon_S4163E,474,474,0
anon_S1039E,479,479,0
anon_S2851E,849.65,547,302.65
anon_S3695E,685,685,0
anon_S1166E,-1,-1,na
anon_S222E,408,408,0
anon_S323E,580.23,335,245.23
anon_S6044E,737.57,536,201.57
anon_S3160E,760,590,170
anon_S3135E,889.53,533,356.53
anon_S3598E,731.98,-1,na
anon_S5907E,625,625,0
anon_S2715E,672,515,157
anon_S4250E,525,345,180
anon_S1537E,677,596,81
anon_S5696E,609,604,5
anon_S5978E,533,533,0
anon_S4797E,608,608,0
anon_S6072E,899.94,714,185.94
anon_S4304E,849.65,490,359.65
anon_S4373E,-1,-1,na
anon_S707E,536,536,0
anon_S5220E,519,519,0
anon_S5925E,578,578,0
anon_S3383E,579,609,-30
anon_S3786E,698,-1,na
anon_S2737E,849.65,447,402.65
anon_S4359E,-1,-1,na
anon_S1011E,657,657,0
anon_S3998E,724.28,-1,na
anon_S1437E,-1,-1,na
anon_S4199E,658,-1,na
anon_S254E,899.47,573,326.47
anon_S5110E,865.49,516,349.49
anon_S491E,-1,-1,na
anon_S3637E,636,693,-57
anon_S3207E,739,735,4
anon_S4237E,724.29,526,198.29
anon_S382E,498,498,0
anon_S379E,-1,-1,na
anon_S6004E,635,685,-50
anon_S5591E,733.58,441,292.58
anon_S6108E,540,540,0
anon_S189E,763.74,718,45.74
anon_S3956E,760,569,191
anon_S1924E,620,752,-132
anon_S1971E,649,599,50
anon_S3347E,731.98,489,242.98
anon_S6106E,442,442,0
anon_S4774E,-1,-1,na
anon_S4729E,746.35,680,66.35
anon_S5545E,564,564,0
anon_S2620E,891.96,697,194.96
anon_S2926E,731.98,566,165.98
anon_S5388E,505,505,0
anon_S953E,708,708,0
anon_S1089E,575,575,0
anon_S5778E,609,615,-6
anon_S6124E,526,526,0
anon_S4896E,516,516,0
anon_S5969E,492,492,0
anon_S5078E,837.58,514,323.58
anon_S1415E,732,732,0
anon_S1440E,-1,-1,na
anon_S3764E,821.29,558,263.29
anon_S1613E,617,593,24
anon_S2302E,853.43,578,275.43
anon_S4712E,748.37,624,124.37
anon_S4426E,711,410,301
anon_S1280E,647,647,0
anon_S667E,-1,-1,na
anon_S3092E,858.18,541,317.18
anon_S5678E,575.85,539,36.85
anon_S2100E,748.2,579,169.2
anon_S5333E,615,615,0
anon_S1986E,706,543,163
anon_S5052E,620,489,131
anon_S5083E,620,439,181
anon_S3874E,859.99,559,300.99
anon_S3821E,690,712,-22
anon_S3329E,731.98,-1,na
anon_S3724E,632,-1,na
anon_S4938E,571,571,0
anon_S2516E,658,538,120
anon_S5420E,771.81,712,59.81
anon_S2985E,698,501,197
anon_S3129E,733.14,666,67.14
anon_S3074E,761,633,128
anon_S4000E,724.28,-1,na
anon_S2278E,661,688,-27
anon_S1027E,611,611,0
anon_S153E,747.53,546,201.53
anon_S800E,547,547,0
anon_S645E,563,563,0
anon_S5175E,332,618,-286
anon_S4838E,631,630,1
anon_S532E,479,479,0
anon_S3103E,733.14,726,7.14
anon_S3506E,525,615,-90
anon_S2330E,647,532,115
anon_S2583E,657.8,455,202.8
anon_S2578E,849.65,543,306.65
anon_S1726E,700.05,692,8.05
anon_S5405E,660.92,646,14.92
anon_S4324E,601,571,30
anon_S4295E,657.8,536,121.8
anon_S2478E,899.48,356,543.48
anon_S3491E,843.73,485,358.73
anon_S1009E,397,397,0
anon_S3916E,440,-1,na
anon_S891E,698,698,0
anon_S866E,645,645,0
anon_S1569E,744.15,467,277.15
anon_S5427E,710,542,168
anon_S2220E,626,-1,na
anon_S5555E,702,702,0
anon_S3674E,853.43,668,185.43
anon_S2872E,657.8,-1,na
anon_S1105E,585,585,0
anon_S724E,656,656,0
anon_S1952E,649,709,-60
anon_S300E,700.05,549,151.05
anon_S5149E,542,542,0
anon_S4877E,501,501,0
anon_S5586E,899.99,775,124.99
anon_S4991E,516,576,-60
anon_S6084E,744.89,577,167.89
anon_S4081E,748.28,707,41.28
anon_S1073E,-1,-1,na
anon_S4392E,661,508,153
anon_S4803E,710,710,0
anon_S2053E,640.77,434,206.77
anon_S1865E,677,718,-41
anon_S4735E,-1,-1,na
anon_S1498E,632,588,44
anon_S275E,735.49,515,220.49
anon_S1672E,853.43,544,309.43
anon_S442E,692,692,0
anon_S2962E,891.63,-1,na
anon_S1354E,560,560,0
anon_S1265E,-1,-1,na
anon_S1212E,692,692,0
anon_S1938E,593,495,98
anon_S4203E,724.29,519,205.29
anon_S2692E,632,649,-17
anon_S1892E,708,562,146
anon_S1843E,636,568,68
anon_S1838E,620,542,78
anon_S6062E,603.6,525,78.6
anon_S2381E,899.96,524,375.96
anon_S3271E,596,647,-51
anon_S3224E,531.28,742,-210.72
anon_S2752E,647,571,76
anon_S1164E,295,295,0
anon_S5127E,-1,-1,na
anon_S100E,567,567,0
anon_S1018E,683,683,0
anon_S195E,845.48,657,188.48
anon_S5620E,519,519,0
anon_S5944E,616,616,0
anon_S4640E,489,489,0
anon_S1563E,731.98,584,147.98
anon_S4960E,589,589,0
anon_S1745E,677,533,144
anon_S3362E,623,486,137
anon_S2522E,608,444,164
anon_S1352E,-1,-1,na
anon_S1329E,674,674,0
anon_S236E,579,579,0
anon_S1949E,895.35,714,181.35
anon_S4687E,567,567,0
anon_S3421E,601,544,57
anon_S142E,519,519,0
anon_S5986E,744.89,604,140.89
anon_S5733E,575.85,654,-78.15
anon_S5784E,575.85,590,-14.15
anon_S3304E,588,573,15
anon_S3359E,723,515,208
anon_S3774E,704,778,-74
anon_S3703E,642,610,32
anon_S2125E,898.22,400,498.22
anon_S1558E,700.05,574,126.05
anon_S2297E,843.73,672,171.73
anon_S4981E,623,680,-57
anon_S5715E,609,610,-1
anon_S986E,631,631,0
anon_S4855E,697.02,590,107.02
anon_S2816E,739,651,88
anon_S653E,576,576,0
anon_S3908E,674.96,514,160.96
anon_S3002E,730.4,579,151.4
anon_S3407E,578.89,679,-100.11
anon_S4076E,677,713,-36
anon_S3897E,677,330,347
anon_S132E,623,623,0
anon_S475E,601,601,0
anon_S827E,561,561,0
anon_S51E,717.27,719,-1.73
anon_S5031E,566,566,0
anon_S5064E,620,526,94
anon_S3119E,651,474,177
anon_S927E,-1,-1,na
anon_S5563E,594,594,0
anon_S2950E,731.98,513,218.98
anon_S358E,364,364,0
anon_S1650E,700.05,563,137.05
anon_S3868E,657.8,-1,na
anon_S4214E,708,672,36
anon_S4254E,733.14,578,155.14
anon_S5286E,609,507,102
anon_S3199E,778.52,588,190.52
anon_S4306E,531.28,666,-134.72
anon_S2531E,647,571,76
anon_S4289E,601,691,-90
anon_S2974E,677,443,234
anon_S2419E,898.78,430,468.78
anon_S849E,-1,-1,na
anon_S1193E,-1,-1,na
anon_S4049E,731.98,-1,na
anon_S2853E,812,563,249
anon_S118E,-1,-1,na
anon_S3697E,578.89,599,-20.11
anon_S5860E,609,616,-7
anon_S0E,552,552,0
anon_S2437E,859.99,606,253.99
anon_S4873E,747.29,606,141.29
anon_S5222E,653,653,0
anon_S5259E,678,678,0
anon_S4101E,588,552,36
anon_S3137E,899.87,681,218.87
anon_S1692E,602,601,1
anon_S3530E,712,712,0
anon_S77E,649,680,-31
anon_S1535E,578.89,583,-4.11
anon_S5694E,609,576,33
anon_S1449E,523,523,0
anon_S5905E,595,595,0
anon_S4371E,507,507,0
anon_S2604E,684,684,0
anon_S269E,731.98,645,86.98
anon_S5226E,-1,-1,na
anon_S2256E,593,589,4
anon_S5890E,544,544,0
anon_S1451E,599,599,0
anon_S2731E,651,663,-12
anon_S5106E,700,504,196
anon_S5401E,572,572,0
anon_S2823E,626,-1,na
anon_S3996E,744,525,219
anon_S1503E,866.13,535,331.13
anon_S5927E,631,631,0
anon_S497E,730.81,-1,na
anon_S3635E,804,604,200
anon_S2499E,711,579,132
anon_S6078E,899.94,481,418.94
anon_S256E,649,618,31
anon_S3250E,525,485,40
anon_S3205E,895.35,636,259.35
anon_S4772E,470,470,0
anon_S380E,320,320,0
anon_S377E,-1,-1,na
anon_S2573E,724.29,330,394.29
anon_S2456E,891.96,558,333.96
anon_S5865E,716,639,77
anon_S5368E,489,489,0
