node,new_score,original_score,diff
anon_S6009,597.8809547,568,29.8809547
anon_S3099,678.893422,649,29.893422
anon_S4789,563.1236913,533,30.12369127
anon_S5293,547.1378906,517,30.13789062
anon_S4660,600.1894244,570,30.18942438
anon_S2259,646.2410884,616,30.24108844
anon_S4327,602.3154304,572,30.31543043
anon_S1079,627.3583078,597,30.35830779
anon_S5491,662.3782891,632,30.37828914
anon_S4438,695.4162726,665,30.41627258
anon_S3129,696.4771906,666,30.47719063
anon_S5871,629.5210279,599,30.52102792
anon_S1384,649.5318438,619,30.53184384
anon_S203,655.6226535,625,30.62265351
anon_S736,599.6740742,569,30.67407421
anon_S4943,576.7978027,546,30.79780269
anon_S2787,649.8310037,619,30.83100371
anon_S5860,646.834962,616,30.83496201
anon_S3297,634.8518022,604,30.85180222
anon_S2791,678.8766491,648,30.87664907
anon_S2553,655.9191521,625,30.9191521
anon_S3703,640.9726999,610,30.97269989
anon_S4324,602.2705319,571,31.27053194
anon_S2860,693.333732,662,31.33373204
anon_S2371,659.3438438,628,31.34384378
anon_S2340,665.372751,634,31.372751
anon_S4519,522.4457831,491,31.44578313
anon_S1971,630.4741873,599,31.47418726
anon_S1839,630.483686,599,31.48368599
anon_S5799,629.5219893,598,31.52198926
anon_S4935,682.5866416,651,31.58664162
anon_S1799,594.6211112,563,31.62111117
anon_S4336,546.6551724,515,31.65517241
anon_S4418,624.7945882,593,31.79458818
anon_S5732,646.8269688,615,31.82696876
anon_S5778,646.8406962,615,31.84069621
anon_S5793,646.8417107,615,31.84171073
anon_S2160,622.8499512,591,31.84995124
anon_S3713,655.8817155,624,31.88171548
anon_S3295,637.9916189,606,31.99161886
anon_S5662,635.0767211,603,32.07672106
anon_S678,637.0944893,605,32.09448928
anon_S3210,660.1188089,628,32.11880888
anon_S2376,761.2734046,729,32.27340462
anon_S3344,559.4045078,527,32.40450778
anon_S1496,703.4314993,671,32.43149928
anon_S513,664.4325067,632,32.43250668
anon_S484,561.4437709,529,32.44377092
anon_S2871,703.4460652,671,32.44606521
anon_S47,664.4822371,632,32.48223713
anon_S3116,696.4926642,664,32.49266422
anon_S5520,732.5761442,700,32.57614415
anon_S3941,459.6430824,427,32.6430824
anon_S4717,534.6609184,502,32.66091841
anon_S5467,530.678125,498,32.67812498
anon_S4345,546.7586207,514,32.75862069
anon_S2441,634.8328728,602,32.83287285
anon_S4101,584.8741126,552,32.87411261
anon_S2864,678.8782152,646,32.87821517
anon_S1784,638.9110305,606,32.91103054
anon_S4676,577.9731107,545,32.97311072
anon_S4675,649.0033395,616,33.00333953
anon_S3781,693.0249237,660,33.02492373
anon_S1712,715.0264098,682,33.02640976
anon_S1600,638.0435896,605,33.04358957
anon_S2550,597.1095985,564,33.10959852
anon_S4214,705.11246,672,33.11245998
anon_S2142,622.1175273,589,33.11752731
anon_S611,546.1496107,513,33.14961069
anon_S5062,600.1999985,567,33.19999849
anon_S5148,582.2185274,549,33.21852738
anon_S1998,703.3834704,670,33.38347044
anon_S2308,583.4298342,550,33.4298342
anon_S3180,647.550133,614,33.55013303
anon_S2611,709.6510764,676,33.65107644
anon_S2765,705.6689892,672,33.66898923
anon_S4795,597.6696112,564,33.66961117
anon_S3725,722.6929423,689,33.69294231
anon_S3382,521.7533839,488,33.75338393
anon_S2398,649.7697718,616,33.76977184
anon_S1879,584.81903,551,33.81903002
anon_S1773,544.9286781,511,33.92867808
anon_S4595,582.9440201,549,33.9440201
anon_S3580,566.9457503,533,33.94575032
anon_S2082,646.007895,612,34.00789503
anon_S3711,716.0665972,682,34.06659716
anon_S952,637.0957318,603,34.09573179
anon_S1856,597.1114953,563,34.11149529
anon_S4221,660.1469392,626,34.14693922
anon_S5157,717.267725,683,34.26772501
anon_S4033,629.3546809,595,34.35468091
anon_S4045,695.4452515,661,34.44525151
anon_S2318,696.4635503,662,34.46355026
anon_S5803,629.582286,595,34.58228596
anon_S3249,642.6755028,608,34.67550281
anon_S4854,602.9668323,568,34.96683233
anon_S4693,561.0073257,526,35.0073257
anon_S723,563.0275675,528,35.02756753
anon_S5961,547.0368726,512,35.03687265
anon_S4091,654.1957292,619,35.19572919
anon_S2934,662.2631762,627,35.26317622
anon_S1169,630.3307742,595,35.33077417
anon_S6060,600.3997595,565,35.39975947
anon_S1151,630.4198884,595,35.41988842
anon_S1581,696.4814436,661,35.48144364
anon_S3795,459.6279859,424,35.62798589
anon_S4994,538.6825641,503,35.68256415
anon_S1184,622.8220929,587,35.82209292
anon_S1504,622.8239878,587,35.82398777
anon_S59,597.8598056,562,35.85980555
anon_S6094,593.8739247,558,35.87392466
anon_S2740,634.893773,599,35.89377296
anon_S5360,550.9059868,515,35.90598677
anon_S844,691.0134565,655,36.01345653
anon_S1131,637.0941909,601,36.09419095
anon_S883,637.0941909,601,36.09419095
anon_S3076,597.1152888,561,36.11528885
anon_S2110,755.1161822,719,36.11618216
anon_S2121,755.1612267,719,36.16122675
anon_S4652,600.1883159,564,36.18831593
anon_S3253,631.3461829,595,36.34618293
anon_S2854,693.3557576,657,36.35575764
anon_S3417,630.4779604,594,36.47796044
anon_S5717,629.5312684,593,36.53126843
anon_S3413,589.7167159,553,36.71671587
anon_S2313,649.7640532,613,36.76405322
anon_S2118,589.7640744,553,36.76407437
anon_S5715,646.8453177,610,36.84531772
anon_S2146,584.8478122,548,36.84781217
anon_S4117,655.9101403,619,36.91014031
anon_S5036,516.9173799,480,36.91737991
anon_S5540,655.9375203,619,36.93752025
anon_S4510,548.9990758,512,36.99907582
anon_S2086,642.0452197,605,37.04521972
anon_S5663,635.0771359,598,37.07713589
anon_S644,637.0941977,600,37.09419775
anon_S322,595.333667,558,37.333667
anon_S1780,696.43839,659,37.43839004
anon_S2362,703.4582835,666,37.45828347
anon_S3128,647.5579085,610,37.55790852
anon_S4288,589.7688916,552,37.76889164
anon_S1647,622.8257875,585,37.8257875
anon_S1862,692.9621214,655,37.9621214
anon_S4161,600.992735,563,37.99273502
anon_S5144,536,498,38
anon_S3263,642.0247458,604,38.0247458
anon_S1312,637.0941981,599,38.09419811
anon_S3441,597.1190824,559,38.1190824
anon_S3250,523.1343641,485,38.13436414
anon_S3699,623.1464417,585,38.14644167
anon_S3847,654.1906204,616,38.19062045
anon_S2920,751.2129103,713,38.21291026
anon_S3084,695.4737724,657,38.47377243
anon_S2126,647.5598524,609,38.55985239
anon_S1220,676.5740791,638,38.57407906
anon_S5297,598.6607203,560,38.66072035
anon_S734,599.6782089,561,38.67820891
anon_S3006,589.7705889,551,38.77058893
anon_S5824,596.7850579,558,38.7850579
anon_S220,525.886857,487,38.886857
anon_S2804,655.9005075,617,38.90050746
anon_S3813,733.909732,695,38.90973202
anon_S4255,566.9293621,528,38.9293621
anon_S3675,720.965274,682,38.96527397
anon_S3964,501.1462948,462,39.14629479
anon_S2131,755.1670467,716,39.16704669
anon_S14,665.2668841,626,39.2668841
anon_S1772,643.279541,604,39.27954098
anon_S5149,581.2872677,542,39.28726767
anon_S4607,517.3318104,478,39.33181037
anon_S3096,653.3411629,614,39.34116287
anon_S191,643.4304588,604,39.43045876
anon_S2650,631.4706118,592,39.47061184
anon_S3639,575.5105945,536,39.51059455
anon_S5784,629.5480641,590,39.54806409
anon_S5695,614.7090626,575,39.70906255
anon_S265,632.8109997,593,39.81099972
anon_S2331,622.8245143,583,39.82451428
anon_S2810,561.8329897,522,39.83298969
anon_S5875,646.8380121,607,39.83801206
anon_S2459,590.8441752,551,39.84417522
anon_S5761,646.8456077,607,39.84560773
anon_S2745,711.8705009,672,39.87050094
anon_S279,637.9139479,598,39.91394787
anon_S5222,693.0120589,653,40.01205888
anon_S618,646.082926,606,40.08292598
anon_S935,637.0941917,597,40.09419166
anon_S530,665.1022402,625,40.10224021
anon_S5794,644.1241231,604,40.1241231
anon_S4968,600.2038695,560,40.20386953
anon_S4754,590.2097801,550,40.20978006
anon_S3537,636.224174,596,40.22417399
anon_S2400,529.2728446,489,40.27284464
anon_S5569,630.2919724,590,40.29197238
anon_S4528,651.3780649,611,40.37806488
anon_S3751,703.3903113,663,40.39031132
anon_S5421,609.4167519,569,40.41675185
anon_S5888,661.4568867,621,40.45688668
anon_S4110,589.718004,549,40.71800404
anon_S601,655.8696454,615,40.86964537
anon_S3364,613.8987291,573,40.89872909
anon_S5352,637.9234907,597,40.92349068
anon_S20,664.9568663,624,40.95686632
anon_S1635,752.9592512,712,40.95925117
anon_S4600,581.060348,540,41.06034801
anon_S5155,603.069332,562,41.06933198
anon_S911,637.0941918,596,41.09419184
anon_S1881,711.1687592,670,41.16875917
anon_S46,664.261013,623,41.26101303
anon_S1993,602.2640406,561,41.26404056
anon_S3048,716.2709966,675,41.27099664
anon_S4769,609.379684,568,41.37968396
anon_S5161,573.4207961,532,41.42079611
anon_S1776,696.4385818,655,41.4385818
anon_S1978,703.4603666,662,41.46036661
anon_S3318,575.5045312,534,41.50453124
anon_S3534,629.5115456,588,41.5115456
anon_S5944,657.7004543,616,41.70045433
anon_S2539,589.7183261,548,41.71832609
anon_S2296,621.7841989,580,41.78419889
anon_S5016,705.8290474,664,41.82904745
anon_S3856,584.8791987,543,41.87919874
anon_S2526,634.8819246,593,41.88192459
anon_S4611,627.9632199,586,41.96321993
anon_S4116,608.148511,566,42.14851096
anon_S5640,651.1754917,609,42.17549165
anon_S4231,631.2393937,589,42.23939369
anon_S4999,622.2410348,580,42.2410348
anon_S216,631.2812469,589,42.28124692
anon_S4732,609.3798496,567,42.37984957
anon_S3049,629.3865926,587,42.38659262
anon_S3664,703.3888555,661,42.3888555
anon_S2254,630.4781928,588,42.47819281
anon_S1905,703.5163615,661,42.51636153
anon_S594,697.5989786,655,42.59897857
anon_S5301,598.8283667,556,42.82836671
anon_S5696,646.8424335,604,42.84243345
anon_S1818,590.8499746,548,42.84997465
anon_S4543,568.8841371,526,42.88413709
anon_S1929,651.0573646,608,43.05736459
anon_S1498,631.0720268,588,43.0720268
anon_S712,637.0941922,594,43.09419219
anon_S308,634.1136014,591,43.11360138
anon_S2120,646.1494257,603,43.14942569
anon_S3936,666.1526119,623,43.15261188
anon_S4314,602.3384707,559,43.33847067
anon_S2581,629.3468231,586,43.34682307
anon_S3721,695.4826542,652,43.48265422
anon_S2741,636.6014224,593,43.6014224
anon_S2569,594.6611391,551,43.66113908
anon_S5247,561.7314317,518,43.73143167
anon_S3910,573.7816176,530,43.78161757
anon_S4343,547.7931034,504,43.79310345
anon_S2726,634.880824,591,43.88082405
anon_S5667,635.0770997,591,44.07709973
anon_S4443,637.1335435,593,44.13354345
anon_S3176,608.194374,564,44.19437404
anon_S4085,654.2125799,610,44.21257987
anon_S4170,601.2453358,557,44.24533577
anon_S3577,515.2783627,471,44.2783627
anon_S3314,622.2803617,578,44.28036167
anon_S3489,602.3030496,558,44.30304957
anon_S4787,575.3406001,531,44.34060008
anon_S6095,592.4571038,548,44.45710379
anon_S5156,648.4859128,604,44.48591282
anon_S4574,605.508883,561,44.50888295
anon_S5760,629.5217664,585,44.52176641
anon_S1754,672.8088297,628,44.80882968
anon_S3544,631.9096194,587,44.90961941
anon_S3708,715.0012937,670,45.00129375
anon_S2638,647.0278749,602,45.02787485
anon_S4782,594.0739083,549,45.07390835
anon_S656,637.0944374,592,45.09443737
anon_S701,637.0957339,592,45.09573385
anon_S1294,637.097087,592,45.097087
anon_S2453,646.1355406,601,45.13554063
anon_S5024,546.1556208,501,45.15562077
anon_S4815,646.2736348,601,45.27363477
anon_S487,598.2934882,553,45.29348821
anon_S737,588.5272912,543,45.5272912
anon_S4937,682.5856793,637,45.58567931
anon_S4344,544.6382979,499,45.63829787
anon_S1093,599.6746146,554,45.67461458
anon_S2145,711.8004478,666,45.80044777
anon_S3201,634.8353286,589,45.83532856
anon_S1541,584.8555358,539,45.85553582
anon_S1467,584.8555358,539,45.85553582
anon_S2678,561.8581084,516,45.85810841
anon_S2393,561.876161,516,45.87616099
anon_S2515,678.9018735,633,45.90187353
anon_S2790,808.9166968,763,45.91669684
anon_S6020,550.9290949,505,45.92909493
anon_S5300,598.9541015,553,45.95410149
anon_S2914,720.9542189,675,45.95421887
anon_S5043,562,516,46
anon_S512,660.0257342,614,46.02573422
anon_S3953,597.0905449,551,46.09054488
anon_S3301,689.1536913,643,46.15369127
anon_S1096,757.3188729,711,46.31887287
anon_S2273,665.4506718,619,46.45067175
anon_S1592,695.7619582,649,46.76195824
anon_S1540,622.8269238,576,46.82692382
anon_S5463,731.8650119,685,46.86501192
anon_S1497,624.8670798,578,46.86707978
anon_S3488,584.9003093,538,46.90030933
anon_S4756,581.9009087,535,46.90090874
anon_S1510,544.9106431,498,46.91064314
anon_S1688,692.9597598,646,46.95975981
anon_S3554,552.0593542,505,47.05935416
anon_S5710,693.0862394,646,47.08623945
anon_S686,637.0941929,590,47.09419291
anon_S962,637.0942689,590,47.09426888
anon_S1120,546.1023327,499,47.10233269
anon_S2294,651.1216357,604,47.12163575
anon_S164,646.1307846,599,47.13078461
anon_S4367,643.1904349,596,47.19043494
anon_S5856,656.2962081,609,47.29620809
anon_S303,640.3020203,593,47.30202029
anon_S5983,656.3049528,609,47.30495281
anon_S5957,603.3351149,556,47.33511487
anon_S312,634.36349,587,47.36348999
anon_S1805,742.4836158,695,47.48361575
anon_S5933,619.5086055,572,47.50860555
anon_S4355,573.5507864,526,47.55078641
anon_S4548,570.6067315,523,47.60673146
anon_S1399,459.6268109,412,47.62681086
anon_S3982,652.6710111,605,47.67101115
anon_S1176,651.8543417,604,47.85434174
anon_S2861,584.8753053,537,47.87530532
anon_S2031,655.9078289,608,47.90782893
anon_S1761,638.9401251,591,47.9401251
anon_S5216,599.9589705,552,47.95897055
anon_S885,637.0942707,589,48.09427067
anon_S718,637.0961504,589,48.09615043
anon_S1495,654.143451,606,48.143451
anon_S776,630.1461638,582,48.14616375
anon_S4572,600.1830336,552,48.18303364
anon_S4969,600.1895149,552,48.18951485
anon_S4634,600.1925607,552,48.19256074
anon_S2767,654.2200691,606,48.22006906
anon_S795,521.423184,473,48.42318395
anon_S3183,696.4556355,648,48.45563548
anon_S5966,593.4640299,545,48.46402986
anon_S5558,547.5584217,499,48.55842166
anon_S3379,578.7859955,530,48.78599551
anon_S244,664.7895778,616,48.7895778
anon_S2719,618.7996939,570,48.7996939
anon_S1674,584.85834,536,48.85833999
anon_S1815,613.8829254,565,48.8829254
anon_S400,661.8989237,613,48.89892372
anon_S2709,655.9078467,607,48.90784669
anon_S4437,634.9170053,586,48.91700529
anon_S4836,644.9217817,596,48.92178172
anon_S1278,637.0941933,588,49.09419326
anon_S4544,569.1357002,520,49.13570017
anon_S3545,552.1832187,503,49.18321874
anon_S2951,566.1902611,517,49.19026115
anon_S5403,524.3365922,475,49.33659219
anon_S5980,504.3519537,455,49.35195374
anon_S1115,665.4042238,616,49.40422382
anon_S4151,601.4558364,552,49.4558364
anon_S1526,696.4606824,647,49.46068239
anon_S3062,695.4933124,646,49.49331236
anon_S5189,668.4963661,619,49.49636611
anon_S5868,629.5287565,580,49.52875648
anon_S4716,534.6681466,485,49.66814662
anon_S4851,570.6868641,521,49.68686405
anon_S4259,589.7074305,540,49.70743048
anon_S488,604.8410946,555,49.84109463
anon_S5978,583.0576986,533,50.05769857
anon_S1035,637.0942293,587,50.09422928
anon_S5305,599.1217479,549,50.12174785
anon_S1418,648.1439419,598,50.14394187
anon_S5768,629.5208155,579,50.52081552
anon_S3436,624.8007283,574,50.80072835
anon_S5270,646.8294149,596,50.82941485
anon_S3169,655.8861523,605,50.88615228
anon_S3374,584.8989081,534,50.89890805
anon_S2762,657.9211186,607,50.92111859
anon_S1903,612.9776199,562,50.97761991
anon_S4267,567.0231222,516,51.02312218
anon_S3386,753.0560989,702,51.05609889
anon_S888,637.0941936,586,51.09419362
anon_S5374,636.1065996,585,51.10659955
anon_S4067,654.225686,603,51.22568595
anon_S5965,650.3219985,599,51.32199854
anon_S153,597.5215784,546,51.52157842
anon_S192,649.6358292,598,51.63582924
anon_S2022,621.7341267,570,51.73412667
anon_S1743,622.825134,571,51.82513398
anon_S854,622.826748,571,51.82674797
anon_S5809,646.8318293,595,51.83182932
anon_S3043,584.8514508,533,51.85145081
anon_S5276,646.8537911,595,51.85379113
anon_S3385,645.8653201,594,51.86532012
anon_S4369,644.8782501,593,51.87825012
anon_S1979,622.8810735,571,51.88107348
anon_S4938,622.9375482,571,51.93754825
anon_S4865,581.9654239,530,51.96542393
anon_S4874,573.0712093,521,52.07120926
anon_S5668,635.0773522,583,52.07735219
anon_S4816,675.0795702,623,52.07957019
anon_S3743,523.1609632,471,52.16096315
anon_S4934,589.1811521,537,52.1811521
anon_S5986,656.3149807,604,52.3149807
anon_S5997,656.3280439,604,52.32804387
anon_S3127,631.3776834,579,52.37768338
anon_S117,646.4996223,594,52.49962229
anon_S5366,525.7942205,473,52.79422046
anon_S2778,589.7943511,537,52.79435106
anon_S6011,591.7951254,539,52.79512537
anon_S1715,622.8319031,570,52.83190313
anon_S2059,622.8401372,570,52.84013725
anon_S2112,670.8805515,618,52.88055151
anon_S2039,711.8956345,659,52.89563454
anon_S4909,590.9287927,538,52.92879273
anon_S2399,707.0993881,654,53.09938814
anon_S2952,622.1572434,569,53.15724339
anon_S5006,609.400675,556,53.40067503
anon_S3121,647.5890105,594,53.58901048
anon_S262,627.6926933,574,53.69269331
anon_S5365,526.716899,473,53.71689901
anon_S4295,589.7221906,536,53.72219061
anon_S3546,636.7296896,583,53.72968963
anon_S169,645.8357041,592,53.83570414
anon_S2636,584.8428823,531,53.84288234
anon_S5682,646.8473187,593,53.8473187
anon_S2742,634.8784595,581,53.87845947
anon_S3617,613.9094617,560,53.90946169
anon_S5292,546.9854307,493,53.98543074
anon_S4929,541.0317403,487,54.03174033
anon_S5552,591.0953547,537,54.09535471
anon_S2055,681.3283992,627,54.32839915
anon_S5178,648.4865598,594,54.48655985
anon_S4684,709.5589043,655,54.55890433
anon_S4190,601.666337,547,54.66633702
anon_S5604,591.6992857,537,54.69928569
anon_S28,664.7341794,610,54.73417936
anon_S4121,645.8452311,591,54.84523114
anon_S4639,627.9859751,573,54.98597506
anon_S929,637.0943928,582,55.09439283
anon_S1934,606.1053779,551,55.10537785
anon_S60,640.1515438,585,55.15154382
anon_S1981,711.1580639,656,55.15806393
anon_S3968,646.1623007,591,55.16230066
anon_S3601,689.2153511,634,55.21535113
anon_S193,647.2433932,592,55.2433932
anon_S3422,602.3102088,547,55.31020878
anon_S3672,708.3132425,653,55.31324246
anon_S1640,696.4513049,641,55.45130486
anon_S5709,661.4606462,606,55.46064624
anon_S2963,695.5039705,640,55.50397051
anon_S5969,547.5550109,492,55.5550109
anon_S4687,622.7433542,567,55.74335418
anon_S304,711.8126749,656,55.81267491
anon_S1177,651.8526723,596,55.85267233
anon_S2351,584.9171501,529,55.91715008
anon_S5536,657.9522783,602,55.95227832
anon_S1720,588.0337566,532,56.03375661
anon_S3197,606.1073211,550,56.10732107
anon_S1668,623.1871364,567,56.18713643
anon_S4342,544.2736842,488,56.27368421
anon_S3473,602.3142338,546,56.31423382
anon_S3501,602.3352361,546,56.33523607
anon_S5212,609.3943811,553,56.39438108
anon_S1101,757.4152893,701,56.41528931
anon_S5229,600.4605187,544,56.46051872
anon_S5195,668.4748396,612,56.47483961
anon_S6042,601.5448792,545,56.54487916
anon_S4781,614.6064519,558,56.60645189
anon_S514,664.6932796,608,56.69327956
anon_S5261,665.7381932,609,56.73819315
anon_S387,533.990517,477,56.99051704
anon_S4361,612,555,57
anon_S2171,650.0416028,593,57.04160277
anon_S1063,637.0941947,580,57.09419469
anon_S661,637.1007989,580,57.10079886
anon_S4663,600.1921434,543,57.1921434
anon_S5051,600.1946939,543,57.19469386
anon_S5080,600.1948203,543,57.19482033
anon_S4650,600.2027261,543,57.20272615
anon_S3574,693.3365963,636,57.33659627
anon_S4942,595.3490467,538,57.34904669
anon_S5857,656.374148,599,57.374148
anon_S1958,583.4684837,526,57.4684837
anon_S3078,703.4773934,646,57.47739342
anon_S1516,732.5227681,675,57.52276813
anon_S5815,629.5233912,572,57.52339118
anon_S818,653.7803645,596,57.7803645
anon_S5759,646.8419755,589,57.84197549
anon_S5763,646.8441121,589,57.84411214
anon_S2275,584.8667525,527,57.8667525
anon_S1547,584.8667525,527,57.8667525
anon_S607,655.8736606,598,57.87366065
anon_S2041,606.1112075,548,58.11120749
anon_S5218,600.1988043,542,58.1988043
anon_S6052,541.2020186,483,58.2020186
anon_S3909,515.2921149,457,58.2921149
anon_S1792,708.3259163,650,58.3259163
anon_S3421,602.3487272,544,58.3487272
anon_S2129,740.4928554,682,58.49285539
anon_S3995,696.5423605,638,58.54236052
anon_S1219,676.5757132,618,58.57571322
anon_S5361,577.6663742,519,58.66637422
anon_S2038,622.8279665,564,58.82796652
anon_S5792,646.8367146,588,58.83671455
anon_S4053,584.9227637,526,58.92276366
anon_S4814,622.9591166,564,58.95911658
anon_S2138,642.0315956,583,59.03159562
anon_S1420,648.1760222,589,59.17602221
anon_S300,608.2046678,549,59.20466776
anon_S2207,751.2526643,692,59.2526643
anon_S4621,590.2716127,531,59.27161267
anon_S4400,695.5110759,636,59.51107594
anon_S4103,695.5110759,636,59.51107594
anon_S1163,630.6206832,571,59.62068318
anon_S5742,646.8390003,587,59.83900026
anon_S2809,624.8923746,565,59.89237464
anon_S4182,666.0679851,606,60.06798514
anon_S4688,623.2002501,563,60.20025011
anon_S178,646.2291637,586,60.2291637
anon_S5303,599.5408638,539,60.54086377
anon_S5867,629.5562715,569,60.55627151
anon_S1824,705.6527512,645,60.65275116
anon_S5479,647.7830713,587,60.78307132
anon_S2198,584.8240737,524,60.82407375
anon_S5689,646.8932837,586,60.89328374
anon_S3447,657.9399951,597,60.93999505
anon_S3518,657.9399951,597,60.93999505
anon_S3402,655.9580757,595,60.95807571
anon_S938,637.094294,576,61.09429396
anon_S5322,635.1136186,574,61.11361856
anon_S3403,631.124569,570,61.12456896
anon_S3551,549.3434556,488,61.34345557
anon_S5225,640.6689124,579,61.66891241
anon_S4846,577.6714621,516,61.67146205
anon_S1456,609.6901958,548,61.69019577
anon_S1446,663.7973272,602,61.79732716
anon_S2994,589.8096267,528,61.80962672
anon_S2202,622.8364052,561,61.83640515
anon_S5496,593.8643293,532,61.86432933
anon_S4114,655.886494,594,61.88649399
anon_S3842,634.9141737,573,61.91417372
anon_S2686,670.9431738,609,61.94317382
anon_S4043,734.0122652,672,62.01226525
anon_S1545,651.0574363,589,62.0574363
anon_S4014,553.0603878,491,62.06038784
anon_S5669,635.0776678,573,62.07766775
anon_S2926,628.0838225,566,62.08382253
anon_S637,637.0941956,575,62.09419558
anon_S1008,637.09424,575,62.09424
anon_S1001,637.0944193,575,62.0944193
anon_S2380,782.3734425,720,62.37344246
anon_S2800,665.394716,603,62.394716
anon_S21,664.4509889,602,62.45098893
anon_S5892,661.4592425,599,62.45924251
anon_S3791,732.5029225,670,62.50292254
anon_S3841,695.516405,633,62.51640502
anon_S5356,571.5399179,509,62.53991791
anon_S97,638.5671314,576,62.56713142
anon_S4536,570.6901956,508,62.69019561
anon_S1972,584.8714261,522,62.87142611
anon_S5541,655.9378264,593,62.93782642
anon_S340,738.1270347,675,63.12703465
anon_S4102,637.1606378,574,63.16063777
anon_S6080,656.3351403,593,63.33514025
anon_S5977,546.3669048,483,63.36690483
anon_S1570,692.4619415,629,63.46194151
anon_S3286,706.5649844,643,63.56498439
anon_S2151,775.6160259,712,63.61602588
anon_S482,610.7662667,547,63.76626675
anon_S4473,589.7859554,526,63.78595541
anon_S5873,646.8317277,583,63.83172767
anon_S4604,731.8362988,668,63.8362988
anon_S5670,689.8442639,626,63.84426392
anon_S5738,646.8515552,583,63.85155523
anon_S254,636.9277831,573,63.92778307
anon_S5979,512.944206,449,63.94420596
anon_S2746,649.9540215,586,63.95402147
anon_S3392,655.9728866,592,63.97288657
anon_S4562,518.9741508,455,63.97415084
anon_S57,634.9909421,571,63.99094213
anon_S713,637.0941959,573,64.09419594
anon_S1129,637.0942993,573,64.09429933
anon_S2316,648.2672222,584,64.2672222
anon_S3462,602.3636818,538,64.3636818
anon_S2281,768.4068613,704,64.40686133
anon_S5889,661.4679683,597,64.4679683
anon_S2221,740.5045552,676,64.50455517
anon_S5959,614.5133353,550,64.51333526
anon_S3674,732.5477022,668,64.54770217
anon_S330,633.5677415,569,64.56774154
anon_S3212,636.6408427,572,64.64084272
anon_S5277,646.8380796,582,64.83807964
anon_S5766,646.8464844,582,64.8464844
anon_S5087,599.8805269,535,64.88052686
anon_S3038,584.9289974,520,64.9289974
anon_S4026,678.9569218,614,64.95692185
anon_S2913,667.0591216,602,65.05912156
anon_S1271,637.0942077,572,65.09420774
anon_S5693,640.114397,575,65.11439705
anon_S1601,678.1219396,613,65.12193959
anon_S1800,546.1437275,481,65.14372753
anon_S72,609.1955017,544,65.19550172
anon_S6081,656.3294318,591,65.32943176
anon_S281,631.375021,566,65.37502105
anon_S1729,742.541471,677,65.54147097
anon_S2250,676.6371615,611,65.63716155
anon_S3323,590.7759419,525,65.77594189
anon_S3105,710.7905912,645,65.79059122
anon_S2701,621.8107119,556,65.81071185
anon_S3623,695.854579,630,65.85457904
anon_S2786,657.9494333,592,65.94943328
anon_S3353,613.962198,548,65.96219803
anon_S1843,634.0254653,568,66.02546534
anon_S1853,597.1107475,531,66.11074746
anon_S4420,597.1721921,531,66.17219214
anon_S4625,590.2954162,524,66.29541625
anon_S3118,602.323554,536,66.32355403
anon_S3493,602.323554,536,66.32355403
anon_S4771,548.3557765,482,66.35577652
anon_S4947,666.4172785,600,66.41727849
anon_S2193,671.4634815,605,66.46348154
anon_S2387,725.47472,659,66.47471995
anon_S6067,629.5222935,563,66.52229349
anon_S1598,696.5576517,630,66.55765169
anon_S2884,575.5640438,509,66.56404377
anon_S1942,618.8347671,552,66.83476709
anon_S770,715.8568079,649,66.85680794
anon_S4888,537.8696241,471,66.86962408
anon_S405,714.8780395,648,66.8780395
anon_S3607,721.8960091,655,66.89600908
anon_S4907,657.9367764,591,66.9367764
anon_S5813,646.9379015,580,66.93790151
anon_S1982,544.9662607,478,66.96626067
anon_S2517,638.9756791,572,66.97567913
anon_S614,646.0294972,579,67.02949718
anon_S3883,667.0908354,600,67.09083542
anon_S671,637.0941965,570,67.09419648
anon_S3225,654.2556427,587,67.25564272
anon_S6111,649.3129399,582,67.31293986
anon_S2623,652.3715099,585,67.37150992
anon_S2481,768.4127214,701,67.41272144
anon_S792,637.4195913,570,67.41959132
anon_S1135,631.4242756,564,67.42427561
anon_S2095,699.4685462,632,67.46854619
anon_S1703,654.5602427,587,67.56024271
anon_S3285,676.7048894,609,67.7048894
anon_S3869,649.8407361,582,67.84073608
anon_S1984,622.8570646,555,67.85706456
anon_S3213,590.8983032,523,67.89830319
anon_S4115,633.9896297,566,67.98962965
anon_S3107,667.0924837,599,68.0924837
anon_S2073,651.1110702,583,68.11107017
anon_S4681,649.3424311,581,68.34243112
anon_S4192,569.3590958,501,68.35909577
anon_S5561,590.377029,522,68.37702898
anon_S5404,525.6804497,457,68.68044974
anon_S1961,654.8462743,586,68.84627429
anon_S605,655.873227,587,68.87322698
anon_S5371,696.8804266,628,68.88042655
anon_S5698,646.8974564,578,68.89745641
anon_S5060,611.9324849,543,68.93248488
anon_S2789,657.9550962,589,68.95509622
anon_S5930,692.9970631,624,68.99706314
anon_S3289,667.0383729,598,69.03837289
anon_S2965,657.044998,588,69.04499801
anon_S2936,628.0592751,559,69.05927506
anon_S4933,568.063467,499,69.06346703
anon_S1005,637.0944458,568,69.09444577
anon_S3000,606.1325828,537,69.13258283
anon_S1783,651.153124,582,69.15312403
anon_S5853,656.2821594,587,69.28215944
anon_S3517,602.3371164,533,69.33711639
