node,new_score,original_score,diff
anon_S2507,568,568,0
anon_S4220,654.1299554,654.1299554,0
anon_S1047,681,681,0
anon_S3149,538.6140403,538.6140403,0
anon_S6070,773.478813,773.478813,0
anon_S1029,-1,-1,0
anon_S3685,681.3298947,681.3298947,0
anon_S5018,706.6943919,706.6943919,0
anon_S995,655,655,0
anon_S940,614,614,0
anon_S5129,573,573,0
anon_S130,629.8186545,629.8186545,0
anon_S6038,655.2919836,655.2919836,0
anon_S2942,623.1463925,623.1463925,0
anon_S1405,459.6266539,459.6266539,0
anon_S5214,715.5478324,715.5478324,0
anon_S2895,631.4567273,631.4567273,0
anon_S3262,474,474,0
anon_S2969,645.8238284,645.8238284,0
anon_S2132,647.4850424,647.4850424,0
anon_S1227,399,399,0
anon_S3736,610.2309009,610.2309009,0
anon_S3066,589.7048953,589.7048953,0
anon_S4228,501.1394639,501.1394639,0
anon_S6034,502.0335531,502.0335531,0
anon_S6043,596.0459333,596.0459333,0
anon_S1738,684.0013149,684.0013149,0
anon_S5757,646.8245158,646.8245158,0
anon_S3928,552.9927702,552.9927702,0
anon_S4252,601.4789937,601.4789937,0
anon_S433,690.8365675,690.8365675,0
anon_S4380,634.8834564,634.8834564,0
anon_S3585,622.0717561,622.0717561,0
anon_S752,742.4465286,742.4465286,0
anon_S783,-1,-1,0
anon_S3153,647.4850424,647.4850424,0
anon_S1380,459.6266539,459.6266539,0
anon_S4235,628.0195695,628.0195695,0
anon_S4817,644.6688813,644.6688813,0
anon_S1660,678.8524901,678.8524901,0
anon_S1251,-1,-1,0
anon_S5133,600.9319974,600.9319974,0
anon_S4446,656.2606964,656.2606964,0
anon_S1435,656.2606964,656.2606964,0
anon_S3325,460,460,0
anon_S3728,694.5524002,694.5524002,0
anon_S6128,502.0335531,502.0335531,0
anon_S4503,380.9366021,380.9366021,0
anon_S2886,559.3525079,559.3525079,0
anon_S120,631.4103082,631.4103082,0
anon_S5021,599.9065888,599.9065888,0
anon_S649,605,605,0
anon_S1144,527,527,0
anon_S1433,656.2606964,656.2606964,0
anon_S884,736,736,0
anon_S1109,620.6517866,620.6517866,0
anon_S1039,479,479,0
anon_S942,640,640,0
anon_S2990,597.0469159,597.0469159,0
anon_S4561,579.5,579.5,0
anon_S3293,696.4306764,696.4306764,0
anon_S1024,603,603,0
anon_S1041,-1,-1,0
anon_S3688,782.2541286,782.2541286,0
anon_S1166,630.1260085,630.1260085,0
anon_S116,560.1375031,560.1375031,0
anon_S1270,-1,-1,0
anon_S1225,565,565,0
anon_S3064,589.7048953,589.7048953,0
anon_S3013,597.0469159,597.0469159,0
anon_S668,637.0941845,637.0941845,0
anon_S781,592.2308614,592.2308614,0
anon_S3642,613.836261,613.836261,0
anon_S985,587,587,0
anon_S4036,640.9118518,640.9118518,0
anon_S4328,695.7254708,695.7254708,0
anon_S4448,694.5524002,694.5524002,0
anon_S1307,591,591,0
anon_S5131,600.1816488,600.1816488,0
anon_S4139,501.1394639,501.1394639,0
anon_S1239,-1,-1,0
anon_S2182,569.8727667,569.8727667,0
anon_S1206,657.8251786,657.8251786,0
anon_S1407,459.6266539,459.6266539,0
anon_S3918,696.4306764,696.4306764,0
anon_S1293,431,431,0
anon_S5023,633.3540089,633.3540089,0
anon_S919,776,776,0
anon_S647,-1,-1,0
anon_S348,579,579,0
anon_S2523,589.7048953,589.7048953,0
anon_S4452,589.7048953,589.7048953,0
anon_S5411,558.7568591,558.7568591,0
anon_S108,616,616,0
anon_S944,581,581,0
anon_S3540,599,599,0
anon_S1187,587.9224861,587.9224861,0
anon_S5840,711.8019809,711.8019809,0
anon_S5880,646.8245158,646.8245158,0
anon_S2992,666.0689266,666.0689266,0
anon_S4558,508.8181818,508.8181818,0
anon_S871,623,623,0
anon_S4194,629,629,0
anon_S2958,599.7732778,599.7732778,0
anon_S317,543.2893608,543.2893608,0
anon_S99,-1,-1,0
anon_S5836,711.8019428,711.8019428,0
anon_S3686,515.2349107,515.2349107,0
anon_S1272,766,766,0
anon_S1223,648,648,0
anon_S356,493,493,0
anon_S1043,577,577,0
anon_S3313,515.2349107,515.2349107,0
anon_S4384,599.7180711,599.7180711,0
anon_S437,392,392,0
anon_S3589,597.0469159,597.0469159,0
anon_S4471,589.7048953,589.7048953,0
anon_S787,666.0689266,666.0689266,0
anon_S6036,662,662,0
anon_S411,729.3064741,729.3064741,0
anon_S987,574,574,0
anon_S4038,515.2349107,515.2349107,0
anon_S729,-1,-1,0
anon_S924,563,563,0
anon_S1335,669,669,0
anon_S1130,621,621,0
anon_S1291,637.0941845,637.0941845,0
anon_S698,617,617,0
anon_S3830,-1,-1,0
anon_S5827,687.3121343,687.3121343,0
anon_S2111,538.6140403,538.6140403,0
anon_S3524,636.0753937,636.0753937,0
anon_S61,644.1518965,644.1518965,0
anon_S3579,659.2951068,659.2951068,0
anon_S645,563,563,0
anon_S1440,599.8158535,599.8158535,0
anon_S598,655.8688878,655.8688878,0
anon_S576,543.2893608,543.2893608,0
anon_S946,654,654,0
anon_S3542,549.314835,549.314835,0
anon_S1185,610.2309009,610.2309009,0
anon_S1018,683,683,0
anon_S880,704,704,0
anon_S960,643,643,0
anon_S2823,624.7760649,624.7760649,0
anon_S3767,501.1394639,501.1394639,0
anon_S2922,601.4789937,601.4789937,0
anon_S4483,589.7048953,589.7048953,0
anon_S5431,717.2673585,717.2673585,0
anon_S1045,637.0941845,637.0941845,0
anon_S873,381,381,0
anon_S541,482.1200203,482.1200203,0
anon_S5973,647.4282401,647.4282401,0
anon_S760,561,561,0
anon_S2961,622.0717561,622.0717561,0
anon_S311,597.7317744,597.7317744,0
anon_S3333,613.836261,613.836261,0
anon_S3348,478.8241914,478.8241914,0
anon_S1059,-1,-1,0
anon_S1605,491.1077479,491.1077479,0
anon_S1274,660,660,0
anon_S5802,646.8245158,646.8245158,0
anon_S1066,684,684,0
anon_S4063,597.0469159,597.0469159,0
anon_S1153,630.1260085,630.1260085,0
anon_S6105,592.2308614,592.2308614,0
anon_S4866,572.7235136,572.7235136,0
anon_S5810,646.8245158,646.8245158,0
anon_S3668,631.4567273,631.4567273,0
anon_S785,641.0538004,641.0538004,0
anon_S2839,589.7048953,589.7048953,0
anon_S5950,619.2819239,619.2819239,0
anon_S6026,502.0335531,502.0335531,0
anon_S4098,660.0809413,660.0809413,0
anon_S3602,613.836261,613.836261,0
anon_S131,708.2971184,708.2971184,0
anon_S1904,662,662,0
anon_S1202,539,539,0
anon_S714,608,608,0
anon_S1626,581,581,0
anon_S4529,589.098605,589.098605,0
anon_S1268,599,599,0
anon_S643,498,498,0
anon_S6126,502.0335531,502.0335531,0
anon_S5357,558,558,0
anon_S948,608,608,0
anon_S2220,624.7760649,624.7760649,0
anon_S4055,629.3052099,629.3052099,0
anon_S882,597,597,0
anon_S853,622.821863,622.821863,0
anon_S828,428,428,0
anon_S2968,559.3525079,559.3525079,0
anon_S1309,602,602,0
anon_S2996,589.7048953,589.7048953,0
anon_S1030,708,708,0
anon_S875,641,641,0
anon_S1167,630.1260085,630.1260085,0
anon_S225,631.274766,631.274766,0
anon_S3331,711.0883517,711.0883517,0
anon_S1432,656.2606964,656.2606964,0
anon_S1276,682,682,0
anon_S5724,646.8245158,646.8245158,0
anon_S5474,516.0755557,516.0755557,0
anon_S3120,703.4334034,703.4334034,0
anon_S4475,634.8266936,634.8266936,0
anon_S287,561.5457486,561.5457486,0
anon_S983,467,467,0
anon_S3985,660.0809413,660.0809413,0
anon_S4824,662.7044473,662.7044473,0
anon_S716,-1,-1,0
anon_S415,594,594,0
anon_S1624,726.3399005,726.3399005,0
anon_S2115,-1,-1,0
anon_S1240,492,492,0
anon_S2543,589.7048953,589.7048953,0
anon_S139,647,647,0
anon_S913,532,532,0
anon_S2452,589.7048953,589.7048953,0
anon_S877,-1,-1,0
anon_S2962,667.3739036,667.3739036,0
anon_S1049,637.0941845,637.0941845,0
anon_S4040,501.1394639,501.1394639,0
anon_S2683,703.4799394,703.4799394,0
anon_S5154,563.1755339,563.1755339,0
anon_S3231,589.7048953,589.7048953,0
anon_S3337,559.3525079,559.3525079,0
anon_S2286,436,436,0
anon_S2896,613.836261,613.836261,0
anon_S660,637.0941845,637.0941845,0
anon_S958,589,589,0
anon_S3319,655.8688878,655.8688878,0
anon_S3622,613.836261,613.836261,0
anon_S4495,597.0469159,597.0469159,0
anon_S460,585.7552039,585.7552039,0
anon_S3820,716.1894673,716.1894673,0
anon_S1447,527,527,0
anon_S3104,647.4850424,647.4850424,0
anon_S1021,556,556,0
anon_S3606,565.6819555,565.6819555,0
anon_S3987,630.1260085,630.1260085,0
anon_S3281,613.836261,613.836261,0
anon_S3276,624.9768576,624.9768576,0
anon_S798,622.2554494,622.2554494,0
anon_S1242,446,446,0
anon_S1431,644,644,0
anon_S1013,626,626,0
anon_S5363,597.105567,597.105567,0
anon_S3805,523.0620489,523.0620489,0
anon_S6027,502.0335531,502.0335531,0
anon_S5281,646.8245158,646.8245158,0
anon_S3190,538.6140403,538.6140403,0
anon_S3005,636.5552181,636.5552181,0
anon_S5111,580.811978,580.811978,0
anon_S5808,646.8245158,646.8245158,0
anon_S324,543.2893608,543.2893608,0
anon_S429,606,606,0
anon_S4489,589.7048953,589.7048953,0
anon_S2567,589.7048953,589.7048953,0
anon_S4823,662.7044473,662.7044473,0
anon_S4514,599.4578548,599.4578548,0
anon_S3237,695.4055504,695.4055504,0
anon_S4445,589.7048953,589.7048953,0
anon_S1976,667.3739036,667.3739036,0
anon_S5459,717.2673585,717.2673585,0
anon_S3259,637.9791391,637.9791391,0
anon_S2890,551.9501147,551.9501147,0
anon_S4301,602.2617966,602.2617966,0
anon_S662,664,664,0
anon_S1285,614,614,0
anon_S2508,726,726,0
anon_S956,-1,-1,0
anon_S5101,529.7646271,529.7646271,0
anon_S430,602,602,0
anon_S1313,608,608,0
anon_S5819,596.7659043,596.7659043,0
anon_S2833,589.7048953,589.7048953,0
anon_S466,-1,-1,0
anon_S283,543.2892967,543.2892967,0
anon_S2588,589.7048953,589.7048953,0
anon_S5425,706.6943919,706.6943919,0
anon_S4555,567.1584781,567.1584781,0
anon_S190,603.6570061,603.6570061,0
anon_S721,586,586,0
anon_S1848,560,560,0
anon_S6120,619.2819239,619.2819239,0
anon_S1244,532,532,0
anon_S1628,-1,-1,0
anon_S1299,658,658,0
anon_S681,698,698,0
anon_S4965,666.3690168,666.3690168,0
anon_S3757,660.0809413,660.0809413,0
anon_S917,558,558,0
anon_S4066,597.0469159,597.0469159,0
anon_S135,679,679,0
anon_S855,622.821863,622.821863,0
anon_S822,601.9989251,601.9989251,0
anon_S3892,590.7672994,590.7672994,0
anon_S1026,-1,-1,0
anon_S979,406,406,0
anon_S414,-1,-1,0
anon_S4421,678.0698322,678.0698322,0
anon_S1229,546,546,0
anon_S2925,438.3525912,438.3525912,0
anon_S982,-1,-1,0
anon_S702,637.0941845,637.0941845,0
anon_S664,623,623,0
anon_S631,631,631,0
anon_S3871,709.7750455,709.7750455,0
anon_S385,-1,-1,0
anon_S5318,602.6247754,602.6247754,0
anon_S584,597.7318183,597.7318183,0
anon_S566,643.6635025,643.6635025,0
anon_S932,587,587,0
anon_S6023,502.0335531,502.0335531,0
anon_S5740,646.8245158,646.8245158,0
anon_S2012,672.7495284,672.7495284,0
anon_S5226,441.0812948,441.0812948,0
anon_S5418,706.6943919,706.6943919,0
anon_S2347,612,612,0
anon_S1301,630,630,0
anon_S1073,658.7595892,658.7595892,0
anon_S2078,786.7127356,786.7127356,0
anon_S3071,523.0620489,523.0620489,0
anon_S2695,695.4055504,695.4055504,0
anon_S5124,682.585543,682.585543,0
anon_S1051,569,569,0
anon_S5623,534.3286714,534.3286714,0
anon_S113,581,581,0
anon_S5449,564.4999001,564.4999001,0
anon_S3309,459.6266539,459.6266539,0
anon_S1327,-1,-1,0
anon_S612,595.4023573,595.4023573,0
anon_S1260,589.7048953,589.7048953,0
anon_S2532,589.7048953,589.7048953,0
anon_S4598,582.133931,582.133931,0
anon_S3389,589.7048953,589.7048953,0
anon_S3759,589.7048953,589.7048953,0
anon_S3367,624.7760649,624.7760649,0
anon_S4247,380.9366021,380.9366021,0
anon_S3163,647.4850424,647.4850424,0
anon_S137,668,668,0
anon_S492,526,526,0
anon_S1028,514,514,0
anon_S1036,544,544,0
anon_S3346,620.9155629,620.9155629,0
anon_S4474,629.3052099,629.3052099,0
anon_S4069,459.6266539,459.6266539,0
anon_S700,572,572,0
anon_S666,-1,-1,0
anon_S383,-1,-1,0
anon_S4711,667,667,0
anon_S6025,502.0335531,502.0335531,0
anon_S3490,693.3271246,693.3271246,0
anon_S3917,661.8976302,661.8976302,0
anon_S892,630,630,0
anon_S1441,496,496,0
anon_S1349,553.1226014,553.1226014,0
anon_S1071,658.7595892,658.7595892,0
anon_S4504,625.154507,625.154507,0
anon_S807,665.3620157,665.3620157,0
anon_S4839,572.7408755,572.7408755,0
anon_S5126,716.9328773,716.9328773,0
anon_S5621,663.9900601,663.9900601,0
anon_S1147,630.1260085,630.1260085,0
anon_S1016,741,741,0
anon_S4464,656.2606964,656.2606964,0
anon_S1953,666,666,0
anon_S3307,659.2412817,659.2412817,0
anon_S276,543.2893608,543.2893608,0
anon_S4257,660.0809413,660.0809413,0
anon_S1266,589.7048953,589.7048953,0
anon_S1042,543,543,0
anon_S4077,678.0698322,678.0698322,0
anon_S3361,696.4306764,696.4306764,0
anon_S4961,544.9598459,544.9598459,0
anon_S1353,690.9267507,690.9267507,0
anon_S1328,585,585,0
anon_S237,631.274766,631.274766,0
anon_S5981,656.2787283,656.2787283,0
anon_S4870,516.1417021,516.1417021,0
anon_S74,590.7761986,590.7761986,0
anon_S4210,501.1394639,501.1394639,0
anon_S685,689,689,0
anon_S3003,624.7760649,624.7760649,0
anon_S423,-1,-1,0
anon_S826,578,578,0
anon_S1060,601,601,0
anon_S3634,600.3420889,600.3420889,0
anon_S848,690.9131302,690.9131302,0
anon_S4425,656.2606964,656.2606964,0
anon_S1190,555.1237928,555.1237928,0
anon_S188,666.8410667,666.8410667,0
anon_S706,-1,-1,0
anon_S1283,616,616,0
anon_S1234,517,517,0
anon_S381,613,613,0
anon_S376,676,676,0
anon_S5376,519.511661,519.511661,0
anon_S867,671,671,0
anon_S4147,459.6266539,459.6266539,0
anon_S4047,574.5910548,574.5910548,0
anon_S4666,509.3399234,509.3399234,0
anon_S150,660.5107871,660.5107871,0
anon_S3657,515.2349107,515.2349107,0
anon_S2052,584.8127136,584.8127136,0
anon_S4939,572.7408755,572.7408755,0
anon_S421,-1,-1,0
anon_S801,618.638094,618.638094,0
anon_S5120,544.9598459,544.9598459,0
anon_S5117,685.1288265,685.1288265,0
anon_S4393,632,632,0
anon_S3140,538.6140403,538.6140403,0
anon_S5609,489.9526683,489.9526683,0
anon_S3298,624.7760649,624.7760649,0
anon_S1044,560,560,0
anon_S1264,589.7048953,589.7048953,0
anon_S1213,533,533,0
anon_S359,448,448,0
anon_S2815,-1,-1,0
anon_S5455,581.8976568,581.8976568,0
anon_S1911,696.4306764,696.4306764,0
anon_S543,482.1200203,482.1200203,0
anon_S1103,-1,-1,0
anon_S119,536,536,0
anon_S3136,660.0809413,660.0809413,0
anon_S3533,636.0753937,636.0753937,0
anon_S1161,630.1260085,630.1260085,0
anon_S3058,589.7048953,589.7048953,0
anon_S652,555,555,0
anon_S133,686,686,0
anon_S474,700,700,0
anon_S824,578.7399923,578.7399923,0
anon_S2933,624.9768576,624.9768576,0
anon_S5448,590.1735668,590.1735668,0
anon_S926,637.0941845,637.0941845,0
anon_S1052,-1,-1,0
anon_S1324,315,315,0
anon_S4389,660.1919437,660.1919437,0
anon_S2418,589.7048953,589.7048953,0
anon_S4549,542,542,0
anon_S704,637.0941845,637.0941845,0
anon_S360,343,343,0
anon_S151,483.7133729,483.7133729,0
anon_S456,-1,-1,0
anon_S4309,660.0809413,660.0809413,0
anon_S4376,529.0863936,529.0863936,0
anon_S5575,540.916537,540.916537,0
anon_S1318,786.8337007,786.8337007,0
anon_S1236,-1,-1,0
anon_S1069,688,688,0
anon_S1483,628.0195695,628.0195695,0
anon_S1258,634.8266936,634.8266936,0
anon_S3913,624.7760649,624.7760649,0
anon_S695,681,681,0
anon_S907,558,558,0
anon_S455,330.7965983,330.7965983,0
anon_S992,553,553,0
anon_S4477,589.7048953,589.7048953,0
anon_S129,711.6894878,711.6894878,0
anon_S5855,656.2787283,656.2787283,0
anon_S2009,618.7047921,618.7047921,0
anon_S4003,459.6266539,459.6266539,0
anon_S5122,570.4396419,570.4396419,0
anon_S5119,544.9598459,544.9598459,0
anon_S1170,-1,-1,0
anon_S6040,655.2919836,655.2919836,0
anon_S1211,581,581,0
anon_S3303,438.3525912,438.3525912,0
anon_S1325,503,503,0
anon_S1015,361,361,0
anon_S672,595,595,0
anon_S4167,613,613,0
anon_S2534,589.7048953,589.7048953,0
anon_S936,637.0941845,637.0941845,0
anon_S6047,773.478813,773.478813,0
anon_S4277,654.1299554,654.1299554,0
anon_S5806,773.478813,773.478813,0
anon_S654,542,542,0
anon_S4592,567,567,0
anon_S1162,630.1260085,630.1260085,0
anon_S689,574,574,0
anon_S476,-1,-1,0
anon_S971,558,558,0
anon_S4356,667.4368702,667.4368702,0
anon_S253,561.6258195,561.6258195,0
anon_S5296,597.105567,597.105567,0
anon_S1194,-1,-1,0
anon_S5660,640.8449993,640.8449993,0
anon_S2395,755.0912105,755.0912105,0
anon_S5526,761.5113432,761.5113432,0
anon_S1230,604,604,0
anon_S3624,588,588,0
anon_S234,631.274766,631.274766,0
anon_S1302,499,499,0
anon_S1168,630.1260085,630.1260085,0
anon_S537,482.1200203,482.1200203,0
anon_S5847,773.478813,773.478813,0
anon_S697,624,624,0
anon_S3474,516,516,0
anon_S1004,732,732,0
anon_S901,602,602,0
anon_S1350,309,309,0
anon_S402,661.8976302,661.8976302,0
anon_S990,617,617,0
anon_S1022,735,735,0
anon_S1333,651,651,0
anon_S1095,574.5910548,574.5910548,0
anon_S3144,608.1082758,608.1082758,0
anon_S1157,630.1260085,630.1260085,0
anon_S5142,711.672823,711.672823,0
anon_S2552,569,569,0
anon_S1948,515.2349107,515.2349107,0
anon_S1217,-1,-1,0
anon_S2957,618.638094,618.638094,0
anon_S3294,569.8727667,569.8727667,0
anon_S4335,666.0679851,666.0679851,0
anon_S2973,583.3760855,583.3760855,0
anon_S4022,501.1394639,501.1394639,0
anon_S1608,573.2520807,573.2520807,0
anon_S670,390,390,0
anon_S1742,559.3525079,559.3525079,0
anon_S1355,690.9267507,690.9267507,0
anon_S1322,-1,-1,0
anon_S931,345,345,0
anon_S4850,510.7909189,510.7909189,0
anon_S3845,665.3620157,665.3620157,0
anon_S1479,624.0089391,624.0089391,0
anon_S922,739,739,0
anon_S1196,-1,-1,0
anon_S4031,640.9118518,640.9118518,0
anon_S4350,543.6875,543.6875,0
anon_S3649,645.8238284,645.8238284,0
anon_S817,487,487,0
anon_S2251,628.0195695,628.0195695,0
anon_S4441,656.2606964,656.2606964,0
anon_S708,635,635,0
anon_S3931,622.2554494,622.2554494,0
anon_S186,638.3116186,638.3116186,0
anon_S4010,599.7732778,599.7732778,0
anon_S3626,631.4567273,631.4567273,0
anon_S1655,678.0698322,678.0698322,0
anon_S2918,601.4789937,601.4789937,0
anon_S211,621.7336217,621.7336217,0
anon_S3095,538.6140403,538.6140403,0
anon_S2109,738,738,0
anon_S1289,620,620,0
anon_S1232,380,380,0
anon_S1254,747,747,0
anon_S1209,-1,-1,0
anon_S2537,550,550,0
anon_S1305,637.0941845,637.0941845,0
anon_S691,747,747,0
anon_S3798,324,324,0
anon_S5995,656.2787283,656.2787283,0
anon_S404,-1,-1,0
anon_S5838,646.8245158,646.8245158,0
anon_S451,496.935752,496.935752,0
anon_S996,624,624,0
anon_S4111,568.8130875,568.8130875,0
anon_S861,622.821863,622.821863,0
anon_S969,604,604,0
anon_S4184,547.5913337,547.5913337,0
anon_S1068,576,576,0
anon_S4431,597.0469159,597.0469159,0
anon_S796,632.7662106,632.7662106,0
anon_S6122,619.2819239,619.2819239,0
anon_S309,597.7318183,597.7318183,0
anon_S4159,557,557,0
anon_S1215,621,621,0
anon_S3356,634.8266936,634.8266936,0
anon_S4428,656.2606964,656.2606964,0
anon_S4333,605.6047988,605.6047988,0
anon_S2937,597.0469159,597.0469159,0
anon_S1331,-1,-1,0
anon_S3261,622.0717561,622.0717561,0
anon_S4312,654.1299554,654.1299554,0
anon_S676,586,586,0
anon_S5841,656.2787283,656.2787283,0
anon_S3773,459.6266539,459.6266539,0
anon_S3369,678.0698322,678.0698322,0
anon_S6037,605.5860192,605.5860192,0
anon_S2947,678.0698322,678.0698322,0
anon_S1020,637.0941845,637.0941845,0
anon_S4596,582.133931,582.133931,0
anon_S1423,603.3835121,603.3835121,0
anon_S1385,459.6266539,459.6266539,0
anon_S79,580.114079,580.114079,0
anon_S2559,656.2606964,656.2606964,0
anon_S3647,610.2309009,610.2309009,0
anon_S840,461,461,0
anon_S4166,572.6018054,572.6018054,0
anon_S3555,549.314835,549.314835,0
anon_S1321,534,534,0
anon_S937,634,634,0
anon_S4478,654.1299554,654.1299554,0
anon_S4378,510,510,0
anon_S4620,666.3800752,666.3800752,0
anon_S213,721.2420976,721.2420976,0
anon_S1663,630.4504536,630.4504536,0
anon_S1252,703.4334034,703.4334034,0
anon_S4227,622.2554494,622.2554494,0
anon_S1000,553,553,0
anon_S3322,583.3760855,583.3760855,0
anon_S3373,651.850752,651.850752,0
anon_S205,489.5255718,489.5255718,0
anon_S1175,-1,-1,0
anon_S994,574,574,0
anon_S693,644,644,0
anon_S123,463,463,0
anon_S879,641,641,0
anon_S1303,719,719,0
anon_S4433,695.4055504,695.4055504,0
anon_S4435,656.2606964,656.2606964,0
anon_S5128,716.9328773,716.9328773,0
anon_S351,602,602,0
anon_S3085,589.7048953,589.7048953,0
anon_S2135,538.6140403,538.6140403,0
anon_S5346,592.2308614,592.2308614,0
anon_S1338,649.9299499,649.9299499,0
anon_S977,688,688,0
anon_S6035,502.0335531,502.0335531,0
anon_S5777,629.5176027,629.5176027,0
anon_S1406,459.6266539,459.6266539,0
anon_S4797,608,608,0
anon_S1061,555,555,0
anon_S3972,515.2349107,515.2349107,0
anon_S842,324,324,0
anon_S1876,711.7965975,711.7965975,0
anon_S5134,580.811978,580.811978,0
anon_S751,742.4465286,742.4465286,0
anon_S1034,-1,-1,0
anon_S3741,690.9131302,690.9131302,0
anon_S215,631.274766,631.274766,0
anon_S945,507,507,0
anon_S3547,729,729,0
anon_S4722,529.7646271,529.7646271,0
anon_S248,632,632,0
anon_S1250,-1,-1,0
anon_S1205,545,545,0
anon_S4542,567.1584781,567.1584781,0
anon_S648,520,520,0
anon_S620,547,547,0
anon_S2904,552.6157911,552.6157911,0
anon_S3371,703.3497796,703.3497796,0
anon_S635,629,629,0
anon_S3684,610.2309009,610.2309009,0
anon_S3426,589.7048953,589.7048953,0
anon_S943,617,617,0
anon_S121,599.5529216,599.5529216,0
anon_S830,636.5552181,636.5552181,0
anon_S5820,596.7659043,596.7659043,0
anon_S2817,589.7048953,589.7048953,0
anon_S1837,655.8688878,655.8688878,0
anon_S4468,660.0809413,660.0809413,0
anon_S4486,459.6266539,459.6266539,0
anon_S6032,502.0335531,502.0335531,0
anon_S730,517.2901508,517.2901508,0
anon_S314,596.0956208,596.0956208,0
anon_S5883,689.7703485,689.7703485,0
anon_S3265,634.8266936,634.8266936,0
anon_S1143,382.0488727,382.0488727,0
anon_S3455,660.0809413,660.0809413,0
anon_S5616,696,696,0
anon_S1226,536,536,0
anon_S3338,622.2554494,622.2554494,0
anon_S3735,622.2554494,622.2554494,0
anon_S3560,549.314835,549.314835,0
anon_S5069,600.1816488,600.1816488,0
anon_S1740,684.0013149,684.0013149,0
anon_S811,515.2349107,515.2349107,0
anon_S1381,459.6266539,459.6266539,0
anon_S141,664,664,0
anon_S347,630,630,0
anon_S5132,450,450,0
anon_S1127,650,650,0
anon_S1680,620.9155629,620.9155629,0
anon_S5163,563.1755339,563.1755339,0
anon_S432,683,683,0
anon_S4387,-1,-1,0
anon_S782,-1,-1,0
anon_S333,547,547,0
anon_S5486,693.1500523,693.1500523,0
anon_S947,700,700,0
anon_S217,660.8146057,660.8146057,0
anon_S1207,-1,-1,0
anon_S646,637.0941845,637.0941845,0
anon_S349,831,831,0
anon_S4403,501.1394639,501.1394639,0
anon_S4760,693.9643945,693.9643945,0
anon_S1238,544,544,0
anon_S3326,694.5524002,694.5524002,0
anon_S1023,660,660,0
anon_S2529,742.4465286,742.4465286,0
anon_S109,572,572,0
anon_S3173,647.4850424,647.4850424,0
anon_S1623,624.0089391,624.0089391,0
anon_S1292,-1,-1,0
anon_S5020,706.6943919,706.6943919,0
anon_S963,572,572,0
anon_S918,492,492,0
anon_S2720,589.7048953,589.7048953,0
anon_S633,566,566,0
anon_S4560,-1,-1,0
anon_S767,618.7047921,618.7047921,0
anon_S6056,593.8603362,593.8603362,0
anon_S4360,641.1516762,641.1516762,0
anon_S2964,594.5797607,594.5797607,0
anon_S3826,695.4055504,695.4055504,0
anon_S3267,478.8241914,478.8241914,0
anon_S1224,579,579,0
anon_S355,627,627,0
anon_S3081,605.9985041,605.9985041,0
anon_S3810,597.0469159,597.0469159,0
anon_S5186,668.4737561,668.4737561,0
anon_S1149,630.1260085,630.1260085,0
anon_S1128,531,531,0
anon_S3310,613.836261,613.836261,0
anon_S669,637.0941845,637.0941845,0
anon_S4880,544.9598459,544.9598459,0
anon_S4434,589.7048953,589.7048953,0
anon_S1383,459.6266539,459.6266539,0
anon_S2794,716.3229482,716.3229482,0
anon_S984,593,593,0
anon_S3010,695.4055504,695.4055504,0
anon_S5130,513.4599828,513.4599828,0
anon_S434,637.9791391,637.9791391,0
anon_S4385,634.452344,634.452344,0
anon_S1310,659,659,0
anon_S3588,551.9501147,551.9501147,0
anon_S1529,491.1077479,491.1077479,0
anon_S1201,575,575,0
anon_S426,636,636,0
anon_S4762,581.8976568,581.8976568,0
anon_S2005,551.4832906,551.4832906,0
anon_S1290,-1,-1,0
anon_S699,564,564,0
anon_S961,613,613,0
anon_S5022,572.6972105,572.6972105,0
anon_S2350,608.1082758,608.1082758,0
anon_S4940,572.7235136,572.7235136,0
anon_S1159,630.1260085,630.1260085,0
anon_S3175,538.6140403,538.6140403,0
anon_S575,561.6258195,561.6258195,0
anon_S5288,646.8245158,646.8245158,0
anon_S710,-1,-1,0
anon_S887,616,616,0
anon_S761,539.3676698,539.3676698,0
anon_S2210,649.9299499,649.9299499,0
anon_S1445,527.1416817,527.1416817,0
anon_S6021,502.0335531,502.0335531,0
anon_S4195,629,629,0
anon_S5516,732.573048,732.573048,0
anon_S1439,515.6069881,515.6069881,0
anon_S928,712,712,0
anon_S457,567.7633278,567.7633278,0
anon_S3950,652.5806006,652.5806006,0
anon_S1708,559.3525079,559.3525079,0
anon_S3069,687,687,0
anon_S4547,567.1584781,567.1584781,0
anon_S1684,678.0698322,678.0698322,0
anon_S5532,671,671,0
anon_S5417,706.6943919,706.6943919,0
anon_S5507,593.8603362,593.8603362,0
anon_S3669,551.9501147,551.9501147,0
anon_S1203,504,504,0
anon_S3712,651.850752,651.850752,0
anon_S2912,645.8238284,645.8238284,0
anon_S4316,602.2617966,602.2617966,0
anon_S1075,575.4996748,575.4996748,0
anon_S5791,646.8245158,646.8245158,0
anon_S1269,-1,-1,0
anon_S3641,672.7495284,672.7495284,0
anon_S642,503,503,0
anon_S3857,589.7048953,589.7048953,0
anon_S3778,678.0698322,678.0698322,0
anon_S4764,715.5478324,715.5478324,0
anon_S999,650,650,0
anon_S574,534.5414723,534.5414723,0
anon_S967,674,674,0
anon_S1627,555,555,0
